census_year,HEI_code,HEI_name,administrative_structure,academic_status,maintainer_code,headquarters_region,headquarters_state,headquarters_city,institution_type,own_revenue,transferred_revenue,other_revenue,faculty_expenses,staff_expenses,social_contribution_expenses,cost_expenses,investment_expenses,research_expenses,other_expenses
2019,1,UNIVERSIDADE FEDERAL DE MATO GROSSO,federally_owned,university,1,5,51,5103403,2,8075408.31,919015573.44,0,273790616.9,108949048.75,105012445,122578958,9606414.13,2512494.15,304641004.82
2019,2,UNIVERSIDADE DE BRASÍLIA,federally_owned,university,2,5,53,5300108,2,42309485.04,63766319.01,53681013.45,843861323.93,0,287375615.81,210265895.61,23154904.42,10350582.3,473854910.33
2019,3,UNIVERSIDADE FEDERAL DE SERGIPE,federally_owned,university,3,2,28,2806701,2,2064512.28,883685087.41,59978137.27,284769411.85,153337375.6,108034657.17,149160413.67,8212361.64,1445146.3,320418588.31
2019,4,UNIVERSIDADE FEDERAL DO AMAZONAS,federally_owned,university,4,1,13,1302603,1,5603181.06,1063314898.42,1721653.86,448206222.23,0,132201005.75,183971171.89,12676251.59,1312837.53,68453298.55
2019,5,UNIVERSIDADE FEDERAL DO PIAUÍ,federally_owned,university,14054,2,22,2211001,2,8060281.08,836910957.14,10979492.81,683438319,0,0,163112358.43,7835737,1339772.3,0
2019,6,UNIVERSIDADE FEDERAL DE OURO PRETO,federally_owned,university,6,3,31,3146107,2,5905654.74,499218511.41,30461740.62,169161732.76,58998771.15,40920865.82,49075498.59,73345.77,828200,216527492.7
2019,7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,federally_owned,university,1302,3,35,3548906,2,4209311.55,10426023.25,764191884.59,209736728.4,139824485.6,95183980.79,63390469.11,13498425.66,755841.18,132298694.12
2019,8,UNIVERSIDADE FEDERAL DE VIÇOSA,federally_owned,university,15588,3,31,3171303,1,9643515.2,978861159.91,1530406.07,368205404.08,0,120746904.93,148585438.24,27385128.13,1040393.42,5015107.33
2019,9,UNIVERSIDADE ESTADUAL DE LONDRINA,state_owned,university,37,4,41,4113700,2,18454376,791688915,60524877,250841862,314295330,130855305,139665661,7447206,4959880,0
2019,10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,private_nonprofit,university,10,4,41,4106902,2,652351476.02,3361504.37,6311982.36,185080757.83,52202265.03,108865152.26,103892593.3,204568458.05,7415736.28,0
2019,11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,private_nonprofit,university,11,2,26,2611606,2,156854682,0,50456955,74852160,32069790,42261883,45473330,17408235,635600,3185575
2019,12,UNIVERSIDADE FEDERAL DO RIO GRANDE,federally_owned,university,15596,4,43,4315602,1,3920562.43,593579460.73,467815.82,208003251.74,124801951.04,83201300.69,73641539.77,7429329.42,8182393.31,0
2019,13,UNIVERSIDADE DE CAXIAS DO SUL,private_nonprofit,university,13,4,43,4305108,2,317830674.88,0,23340784.81,116640929.45,40981947.99,38592335.59,126240140.93,13363049.17,4143807.32,0
2019,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,private_nonprofit,university,14,4,43,4318705,2,412720706,48648435,69215817,132009348,36078384,45598881,102854805,8555525,14070742,32473758
2019,15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,private_nonprofit,university,15046,3,33,3303906,1,46198503.13,0,834060.58,23197965.58,7367032.7,3468683.37,6647854.85,396918.57,0,2575759.6
2019,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,federally_owned,university,9140,3,31,3170206,2,8014066.92,829371252.66,6909390.03,325488978.46,116440189.4,207078746.92,184543585.61,10743209.22,0,0
2019,18,UNIVERSIDADE CATÓLICA DE PELOTAS,private_nonprofit,university,18,4,43,4314407,2,113995940.85,0,5009556.06,29760939.73,10314831.92,6707597.48,249635.84,3410787.98,3085671.97,61818974.51
2019,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,private_nonprofit,university,19,3,35,3509502,2,302672689.42,5600493.65,56104124.02,94571612.58,50702652.07,65153639.83,56078866.55,25510000,9919130.66,8224226.54
2019,20,UNIVERSIDADE DE PASSO FUNDO,private_nonprofit,university,20,4,43,4314100,1,290319968.74,1900218.71,22579106.91,148842717.26,53465483.62,14209362.64,102567282.16,6077092.99,3587287.34,19933426.34
2019,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,private_nonprofit,university,21,4,43,4314902,2,613746222,0,88647674,122683734,87602977,113001397,167115574,24764532,24900847,133376746
2019,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,private_nonprofit,university,22,3,35,3550308,1,663105246.61,0,78367738.57,131193055.6,106761962.71,113083327.62,0,46889524.63,133533289.9,239468700.7
2019,23,UNIVERSIDADE FEEVALE,private_nonprofit,university,23,4,43,4313409,2,241532175.33,3701561.41,37232233.07,51057513.14,32486731.69,31617509.32,67765696.96,12998196.4,9714866.09,73212964.93
2019,24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,state_owned,university,24,2,29,2913606,2,3097039.3,6586961.92,216911517.72,133087503.44,14341015.14,28313146.52,31305565.83,2462121.11,9565958.46,0
2019,26,ESCOLA NACIONAL DE CIÊNCIAS ESTATÍSTICAS,federally_owned,faculty,26,3,33,3304557,1,6155695.76,2972774911.54,1448748.56,1,710701682.82,183094392.52,358289216.02,180794951.23,0,0
2019,27,UNIVERSIDADE VALE DO RIO VERDE,private_nonprofit,university,27,3,31,3169307,1,54181168.22,0,2707320.07,14637820.47,10985360.7,2100722.71,25054521.33,611237.98,20500,6859151.51
2019,29,UNIVERSIDADE ESTADUAL DO CEARÁ,state_owned,university,29,2,23,2304400,2,8987340.19,277632484.44,0,135027057.3,40269438.14,61588552.45,46830554.39,1525478.82,3543731.27,296886.28
2019,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,private_nonprofit,university,30,3,31,3101607,1,234352710.09,480381.84,64618750.61,46965853.96,48382154.92,62485639.07,68050918.32,8663903.03,452600,45866153.1
2019,32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,state_owned,university,32,2,27,2704302,1,1328430,239130491.06,710837.47,1239813.86,941396.5,268490.08,75778366.5,4264517.79,0,148817038.67
2019,33,FACULDADE DE TECNOLOGIA DE SOROCABA,state_owned,faculty,33,3,35,3552205,1,0,629874491.31,0,371346187.75,44344294.37,139489504.15,57049463.96,17645041.08,0,0
2019,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,state_owned,faculty,33,3,35,3550308,1,0,629874491.31,0,371346187.75,44344294.37,139489504.15,57049463.96,17645041.08,0,0
2019,35,FACULDADE DE TECNOLOGIA DE AMERICANA,state_owned,faculty,33,3,35,3501608,1,0,629874491.31,0,371346187.75,44344294.37,139489504.15,57049463.96,17645041.08,0,0
2019,36,FACULDADE DE TECNOLOGIA RUBENS LARA,state_owned,faculty,33,3,35,3548500,1,0,629874491.31,0,371346187.75,44344294.37,139489504.15,57049463.96,17645041.08,0,0
2019,37,FACULDADE DE TECNOLOGIA DE JAHU,state_owned,faculty,33,3,35,3525300,1,0,629874491.31,0,371346187.75,44344294.37,139489504.15,57049463.96,17645041.08,0,0
2019,38,UNIVERSIDADE DO ESTADO DO PARÁ,state_owned,university,34,1,15,1501402,2,2455415.86,307845325.12,5949605.74,160777410.13,63484482.76,41472561.8,59594324.74,5818707.7,340327.29,0
2019,40,UNIVERSIDADE DO ESTADO DA BAHIA,state_owned,university,36,2,29,2927408,2,10003366.65,2965018.01,528373463,291662534.74,55645597.34,65450280.78,114328882.43,9793350.58,2708466.42,1752735.37
2019,43,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,state_owned,university,39,4,42,4205407,2,6496410.26,465431626.69,273597.48,178889250.4,76666822.3,66794143.01,76137462.06,90074248.97,3122657.55,0
2019,47,UNIVERSIDADE ESTADUAL DE GOIÁS,state_owned,university,42,5,52,5201108,2,23369116.64,335074129.2,798107.34,174954635.3,61852435.31,52595328.32,35821102.32,1023332.32,1533811.15,0
2019,54,UNIVERSIDADE ESTADUAL DE CAMPINAS,state_owned,university,12575,3,35,3509502,2,0,1348627662.07,1638131.12,760529406,334196505,144913808,94823822.19,10315940,5486312,0
2019,55,UNIVERSIDADE DE SÃO PAULO,state_owned,university,15715,3,35,3550308,2,136983162.32,5414655420.31,106505117.54,1078251962.11,1317863509.25,1803295782.45,1127867698.54,51340839.91,2360843.82,106864494.18
2019,56,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,state_owned,university,17109,3,35,3550308,2,327949951.18,2504631591.48,16326375.13,1363626030.1,633884220.42,343568520.35,283248759.12,24224781.48,181414051.87,18941554.45
2019,57,UNIVERSIDADE ESTADUAL DE MARINGÁ,state_owned,university,37,4,41,4115200,2,43694178.81,507415359.12,2204838.01,228178013.84,152118675.9,92844723.57,53922201.93,13498365.04,10279936.23,5399018.85
2019,58,FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO,municipally_owned,faculty,17532,3,35,3548708,2,37625362.51,0,0,10156998.16,8954615.64,4465589.6,5948501.91,51133.7,0,228375.7
2019,59,FACULDADE DE DIREITO DE FRANCA,municipally_owned,faculty,49,3,35,3516200,2,17444497.58,46934,45501.54,5452707.35,2647539.78,2234730.41,4496358.7,2310232.7,0,0
2019,60,CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA,special,university_center,2234,3,35,3516200,2,44380018.88,0,0,17543944.91,2149654.89,6300070.04,8969586.05,3014312.55,972130.76,0
2019,67,ESCOLA DE ENGENHARIA DE PIRACICABA,municipally_owned,faculty,52,3,35,3538709,1,22340170.15,0,2071977.92,10162141.11,6834138.28,4487766.12,6688451.64,266481.3,0,0
2019,68,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS,municipally_owned,faculty,53,3,35,3537305,1,15566597.4,0,1543786.9,4242880.57,2096886.79,2957024.52,6410048.26,0,0,1197958.66
2019,71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,state_owned,university,55,2,24,2408003,2,3728000,211112447.91,513000,116722364.47,33525515.77,45838375.26,37576292.79,739430.35,1510546.8,117901.43
2019,72,FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL,special,faculty,56,2,26,2610004,2,1601215.85,675359.15,141420.33,1068624.63,622164.1,343899.59,9765.25,5476.11,0,445994.96
2019,73,CENTRO DE ENSINO SUPERIOR DE ARCOVERDE,special,faculty,57,2,26,2601201,1,10738649.19,803220,20814.3,6102281.37,2083559.67,1697500.76,1432885.43,249110.43,0,300081.75
2019,74,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO JOSÉ DO RIO PARDO,municipally_owned,faculty,17227,3,35,3549706,2,390235.32,2455128.64,85747.87,952805.75,763928.96,331529.89,856728.94,0,0,326722.44
2019,76,UNIVERSIDADE REGIONAL DE BLUMENAU,municipally_owned,university,60,4,42,4202404,2,156892085.93,13699348.57,4312126.44,74558263.21,33191719.7,29638718.84,34558649.77,6930500.17,8687604.86,529560.53
2019,78,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE,municipally_owned,faculty,62,3,32,3200201,2,1427803.46,0,0,1146867.52,143800,117586.63,0,0,0,280935.94
2019,79,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA,municipally_owned,faculty,63,3,35,3511102,2,6575423.86,0,0,3386095.82,1363830.73,1730785.39,841101.59,13456.97,0,616573.6
2019,80,CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ,private_nonprofit,university_center,64,4,42,4214805,1,48227532.44,4542349.65,9609440.02,11127939.67,6798538.3,13651253.15,10656239.98,3317593.75,3140919.15,13734629.41
2019,81,UNIVERSIDADE DA REGIÃO DE JOINVILLE,private_nonprofit,university,65,4,42,4209102,1,143283183.72,12007151.71,7197123.57,37089037.8,24450065.09,27708961.11,33760287.85,6616732.79,4196657.42,1641533.68
2019,82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,private_nonprofit,university,66,4,42,4209003,2,174426341.55,1157832.44,12870728.8,92268737.4,16238604.01,19777778.93,38153794.48,12076786.2,1707170.09,8706909.04
2019,83,UNIVERSIDADE DO VALE DO ITAJAÍ,private_nonprofit,university,67,4,42,4208203,1,445366011.79,0,8496435.78,128399505.46,27994553.12,63525379.85,84712401.24,7073906.94,0,136854573.25
2019,84,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE MACAÉ,private_nonprofit,faculty,68,3,33,3302403,2,2262930.05,0,0,905239.55,508570.32,837066.64,0,0,0,7000
2019,87,CENTRO UNIVERSITÁRIO DE BRUSQUE,private_nonprofit,university_center,70,4,42,4202909,1,31305716.6,131797.23,10952118.9,13046230.1,3751358.45,6003425.49,8883974.34,5112036.51,258681.77,4939083.5
2019,93,FACULDADE DE MEDICINA DE JUNDIAÍ,municipally_owned,faculty,74,3,35,3525904,2,46311963.54,0,1431846.64,12754624.29,6362817.78,6855909.78,7473936.53,6997446.95,0,0
2019,94,ESCOLA SUPERIOR DE EDUCAÇÃO FÍSICA DE JUNDIAÍ,municipally_owned,faculty,74,3,35,3525904,2,6419658.67,368260.63,0,1737921.56,2703458.11,1346401.53,1315725.24,144125.92,0,0
2019,95,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ,state_owned,university,75,2,23,2312908,2,882566.48,85271472.83,1028860.68,54882026.09,3499942.91,15187247.57,6701597.94,858612.33,0,0
2019,99,FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE,private_nonprofit,faculty,77,3,31,3118304,2,8327525.55,0,459043.99,3748695.6,2675495.72,878887.44,891064.59,0,12880.51,423451.18
2019,107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,federally_owned,university,81,3,31,3162500,2,546105.56,349589241.98,0,142659605.06,47553202.03,43328705.77,70576274.38,10723603.79,0,35293956.51
2019,109,FACULDADES INTEGRADAS RUI BARBOSA,private_nonprofit,faculty,16878,3,35,3502101,1,342788356.58,0,146036.64,55483401.5,33771160.39,9875203.76,33583552.26,0,0,54292539.88
2019,124,UNIVERSIDADE DE ARARAQUARA,private_nonprofit,university,88,3,35,3503208,1,135005382.54,0,1104348.47,22311697.55,10184710.55,13935018.52,20654004.07,449301.2,941626.74,5803330.37
2019,125,CENTRO UNIVERSITÁRIO DE ARARAS -,private_nonprofit,university_center,89,3,35,3503307,1,28899421.22,0,194371.98,2551790.08,2713645.82,2525785.09,5647778.04,582939.52,8400,15058118.3
2019,126,INSTITUTO NACIONAL DE TELECOMUNICAÇÕES,private_nonprofit,faculty,90,3,31,3159605,1,117797281.61,0,25568493,11844644.18,9974437.21,9230695.48,39420174.55,3675996.1,2037798.13,59783210.5
2019,131,FACULDADE DE EDUCAÇÃO FÍSICA DE BARRA BONITA,private_for_profit,faculty,17081,3,35,3505302,2,96000,0,0,52000,8144,8994,0,0,0,11980
2019,135,CENTRO UNIVERSITÁRIO CLARETIANO,private_nonprofit,university_center,780,3,35,3505906,2,117755143.34,2120082.91,7091650.84,18911373.61,22663374.81,19018438.13,537807.35,709473.05,0,60024097.62
2019,137,CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO,private_nonprofit,university_center,97,3,35,3506003,2,52980870.61,612722.89,6190259.91,17702484.88,9853631.65,2749361.72,20613655.09,7268419.48,32758.64,3837248.87
2019,138,CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ,private_nonprofit,university_center,98,3,35,3543402,2,100101202.79,345037.6,1809675.73,18104396,11288824.03,20881668.03,36053099.43,2589348.5,0,3349752.34
2019,139,FACULDADE DE CIÊNCIAS ECONÔMICAS DO TRIÂNGULO MINEIRO,private_nonprofit,faculty,3484,3,31,3170107,1,8752593.21,0,0,1462381.58,1860408.98,1855009.59,96388.11,0,133645.48,2029113.75
2019,140,UNIVERSIDADE DE VASSOURAS,private_nonprofit,university,100,3,33,3306206,1,180532626.05,0,5184969.49,20435046.8,54618793.73,6892034.52,56900612.65,23800046.57,145160,16209533.46
2019,141,FACULDADE DE DIREITO DE VARGINHA - FADIVA,private_nonprofit,faculty,101,3,31,3170701,1,9226439.55,0,112725.93,4318365.31,1,1603769.32,3114052.7,0,0,0
2019,142,CENTRO UNIVERSITÁRIO DO TRIÂNGULO,private_nonprofit,university_center,435,3,31,3170206,2,54606061.53,0,518216.86,9769359.16,6495247.77,12254806.81,11141325.47,378668.79,1157609.85,430056.28
2019,143,UNIVERSIDADE DE UBERABA,private_nonprofit,university,103,3,31,3170107,1,284508852.06,21862462.82,39715416.77,66031460.51,95256018.13,12075515.74,163865515.64,17437083.76,530616.68,0
2019,144,FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA,private_nonprofit,faculty,104,2,26,2609600,2,15618651.88,0,147743.45,4063469.67,2597956.02,612404.25,6310054.16,0,0,2531500.43
2019,146,CENTRO UNIVERSITÁRIO DE RIO PRETO,private_for_profit,university_center,2013,3,35,3549805,1,77411029.12,0,404637.99,16685306.22,15405006.84,12836561.29,2236231.49,28672148.28,0,30118612.39
2019,149,FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO,state_owned,faculty,46,3,35,3549805,2,289085.74,24886068.01,781354.89,18552540.92,42008076,18340295,4829055.01,1217697.87,0,0
2019,150,UNIVERSIDADE DE SOROCABA,private_nonprofit,university,109,3,35,3552205,1,101506167.13,0,11659608.27,44116608.18,12285267.01,11114509.32,35989286.83,8419870.99,0,6168457.86
2019,151,ESCOLA DE ADMINISTRAÇÃO DE EMPRESAS DE SÃO PAULO,private_nonprofit,faculty,110,3,35,3550308,2,164627724.83,0,19413794.65,54966591.93,16630204.24,33192930.15,0,0,9418303.65,57475735.7
2019,152,FACULDADE DE CIÊNCIAS CONTÁBEIS,private_nonprofit,faculty,111,2,29,2927408,1,18876567,0,0,3933926,2117488,2447418,5003912,0,0,4700456
2019,158,CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO BRASILEIRO DE EDUCAÇÃO,private_nonprofit,university_center,114,3,33,3304557,1,18384437.47,0,352365.45,4358485.93,2254531.79,3213323.83,1684896.3,886159.98,0,6099854.13
2019,159,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CARUARU,private_nonprofit,faculty,115,2,26,2604106,1,2065173.72,111042.14,1344389.72,426365.06,884889.31,940037.94,396790.13,0,0,2483719.33
2019,160,FACULDADE FRASSINETTI DO RECIFE,private_nonprofit,faculty,116,2,26,2611606,2,26671806.25,0,566286.24,6730920.26,2212916.55,3804868.32,11721031.21,446174.06,0,1352692.23
2019,161,CENTRO UNIVERSITÁRIO ASSUNÇÃO,private_nonprofit,university_center,378,3,35,3550308,2,7061269.08,0,33048725.02,4630427.47,2016984.51,2339859.03,3033426.73,0,0,1437187.13
2019,162,CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO,private_nonprofit,university_center,118,3,35,3550308,1,91692336.18,0,4516344.14,24723076.84,11983479.22,5576280.87,52980372.42,7357906.7,0,245586.37
2019,163,UNIVERSIDADE ESTÁCIO DE SÁ,private_for_profit,university,119,3,33,3304557,1,3553816632.94,0,56775890.41,358666741.83,277851048.19,163682480.19,743589301.73,0,0,163018112.07
2019,165,UNIVERSIDADE VEIGA DE ALMEIDA,private_for_profit,university,121,3,33,3304557,1,489126859.28,0,11509232.12,53328713.76,29089049.22,56001196.25,74515736.49,9485358.79,3312171.46,99181646.84
2019,166,"FAI - CENTRO DE ENSINO SUPERIOR EM GESTÃO, TECNOLOGIA E EDUCAÇÃO",private_nonprofit,faculty,122,3,31,3159605,2,10072107.69,0,293304.25,1461293.37,687667.47,1306037.1,1221380.74,103282.47,0,5585750.79
2019,167,UNIVERSIDADE METODISTA DE SÃO PAULO,private_nonprofit,university,123,3,35,3548708,1,131042875.53,0,37280616.35,37807776.72,36961972.51,28418345.63,2666019.49,683665.14,0,59940017.24
2019,170,FUNVIC - FACULDADE FUNVIC DE MOCOCA,private_nonprofit,faculty,3450,3,35,3530508,1,1777099.15,0,128543.79,579684.12,384550.38,172800.31,114462.69,1,1,1
2019,171,FACULDADE DE DIREITO DO SUL DE MINAS,private_nonprofit,faculty,126,3,31,3152501,2,19996878.45,0,946483.18,7906756.49,3953378.24,4433564.05,2921426.89,0,175371.74,1485814.76
2019,176,UNIVERSIDADE CASTELO BRANCO,private_nonprofit,university,129,3,33,3304557,1,108075648.3,0,1045267.94,31599712.77,17409963.42,4261710.97,16546180.88,0,0,430918.28
2019,190,ESCOLA DE MEDICINA SOUZA MARQUES DA FUNDAÇÃO TÉCNICO-EDUCACIONAL SOUZA MARQUES,private_nonprofit,faculty,135,3,33,3304557,1,92880319.29,0,1822335.38,39503528.2,5643361.17,11286722.34,28380476.6,2786409.58,211626.04,1939905.4
2019,191,FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DE EMPRESAS,private_nonprofit,faculty,135,3,33,3304557,1,92880319.29,0,1822335.38,39503528.2,5643361.17,11286722.34,28380476.6,2786409.58,211626.04,1939905.4
2019,192,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SOUZA MARQUES,private_nonprofit,faculty,135,3,33,3304557,1,92880319.29,0,1822335.38,39503528.2,5643361.17,11286722.34,28380476.6,2786409.58,211626.04,1939905.4
2019,193,FACULDADE DE ENGENHARIA SOUZA MARQUES,private_nonprofit,faculty,135,3,33,3304557,1,92880319.29,0,1822335.38,39503528.2,5643361.17,11286722.34,28380476.6,2786409.58,211626.04,1939905.4
2019,194,ESCOLA DE ENFERMAGEM DA FUNDAÇÃO TÉCNICO EDUCACIONAL SOUZA MARQUES,private_nonprofit,faculty,135,3,33,3304557,1,92880319.29,0,1822335.38,39503528.2,5643361.17,11286722.34,28380476.6,2786409.58,211626.04,1939905.4
2019,195,FACULDADE PRESBITERIANA MACKENZIE RIO,private_nonprofit,faculty,22,3,33,3304557,2,18698072.1,0,158808,5243087.91,2144421.45,1731018.67,0,725336.47,0,5900440.4
2019,197,FACULDADE DE EDUCAÇÃO SUPERIOR DO PARANÁ,private_nonprofit,faculty,138,4,41,4106902,2,7808886.25,0,3878722.81,3322176.22,2724718.4,3051939.19,4515113.26,0,0,227559.02
2019,200,FACULDADE CÁSPER LÍBERO,private_nonprofit,faculty,141,3,35,3550308,2,61795000,0,1635000,9571297.06,3282746.54,13689066.16,34683842.99,764809.15,425807.2,4388890.24
2019,202,FACULDADE DO RIO DE JANEIRO,private_for_profit,faculty,16134,3,33,3304557,1,258247286.85,0,2720403.15,3460849.11,458012.91,3064638.38,54798549.74,0,0,118628611.22
2019,203,UNIVERSIDADE SÃO JUDAS TADEU,private_for_profit,university,143,3,35,3550308,2,651832693,0,8717255,73264633,33409717,49348024,73702499,18798754.71,0,408388003
2019,206,CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO,private_nonprofit,university_center,145,3,35,3550308,1,73095719.45,0,2214937.06,6909997.97,3255349.76,4955832.83,53704939.97,206599.61,0,3810972.29
2019,207,CENTRO UNIVERSITÁRIO MOURA LACERDA,private_nonprofit,university_center,146,3,35,3543402,2,36571817,0,1281827,23433958,6329196,1545995,16554556,202314,0,0
2019,208,UNIVERSIDADE DE RIBEIRÃO PRETO,private_nonprofit,university,147,3,35,3543402,1,112567702,5518666,55199786,41456308,28110068,23152365,60973562,5269229,2007230,1736450
2019,213,CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO,private_nonprofit,university_center,151,3,35,3550308,2,51829350.2,0,2153000,16879329.1,8102709.31,13884773.46,14145357.18,1282908.5,135600,0
2019,214,FACULDADE DE ENGENHARIA DE MINAS GERAIS - FEAMIG,private_nonprofit,faculty,152,3,31,3106200,1,9561883.2,0,154529.1,3128372.83,782262.78,2019295.65,2321148.64,30782.08,0,1300701.5
2019,216,CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX,private_nonprofit,university_center,154,3,31,3106200,1,21340150.28,0,1268452.81,9843476.04,5043765.99,4903616.32,532830.56,595761.07,0,10514927.37
2019,217,CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE,special,university_center,155,3,35,3549102,2,58126362.89,75046.06,2474101.06,16408866.74,2290284.95,3783129.9,30244035.12,6703433.13,0,1794844.95
2019,219,FACULDADE DE EDUCAÇÃO CIÊNCIAS E ARTES DOM BOSCO DE MONTE APRAZÍVEL,private_nonprofit,faculty,157,3,35,3531407,1,9643102.67,0,122393.25,3225048.27,1493465.69,2108426.5,1082984.71,37818.01,8302.7,1753000.79
2019,220,FACULDADE SÃO JUDAS TADEU,private_nonprofit,faculty,158,3,33,3304557,2,1631222,0,32991,731521,325438,320914,351825,71778,0,0
2019,221,UNIVERSIDADE CRUZEIRO DO SUL,private_for_profit,university,159,3,35,3550308,1,365205873.52,0,992645.55,64066473.95,32804018.32,86554046.54,154257380.86,86574306.67,19183982.85,71480889.06
2019,222,CENTRO UNIVERSITÁRIO DE VOTUPORANGA,private_nonprofit,university_center,160,3,35,3557105,2,59724290,0,3227044,19359204,10258982,14898365,6726348,4979807,1741830,4986798
2019,224,Centro Universitário Saúde ABC,private_nonprofit,university_center,162,3,35,3547809,2,119990095.63,0,19327830.89,56779643.07,5615569.1,21009508.09,45518334.09,0,3368887.42,2657596.51
2019,225,FACULDADE DE SANTO ANDRÉ,private_nonprofit,faculty,16134,3,35,3547809,1,258247286.85,0,2720403.15,3460849.11,458012.91,3064638.38,54798549.74,0,0,118628611.22
2019,226,CENTRO UNIVERSITÁRIO LUSÍADA,private_nonprofit,university_center,164,3,35,3548500,1,60690765.08,0,47811734,20856855.38,11036103.7,2562384.89,12832784.22,18827724.19,306884.92,11150274.98
2019,227,UNIVERSIDADE CATÓLICA DE SANTOS,private_nonprofit,university,165,3,35,3548500,2,90012004,0,7863391.64,27348039.22,8807752,15536009.78,18448120.22,2797598.11,15766809.43,36789221.78
2019,231,FACULDADE DE SÃO BERNARDO DO CAMPO - FASB,private_nonprofit,faculty,167,3,35,3548708,1,17720693,0,0,5201902,3752971,4113261,0,0,0,4652559
2019,234,FACULDADES OSWALDO CRUZ,private_for_profit,faculty,169,3,35,3550308,1,34667017,0,606858,6799971,7360175,10675354,11609049,406572,0,0
2019,240,UNIVERSIDADE SANTA ÚRSULA,private_nonprofit,university,172,3,33,3304557,1,17085057.66,0,343515.41,8973999.68,3473880.1,2145986.9,0,1604857.68,0,3053558.04
2019,242,CENTRO UNIVERSITÁRIO ANHANGUERA DE SANTO ANDRÉ,private_for_profit,university_center,16452,3,35,3547809,1,1887555301.04,0,193942881.33,462981394.98,6087596.9,224729729.85,503639721.48,222439842.24,2073573.51,650631633.38
2019,243,FACULDADE DO CLUBE NÁUTICO MOGIANO,private_nonprofit,faculty,175,3,35,3530607,2,3584643.21,0,0,1108896.93,437785.3,651047.81,144167.07,464106.66,0,398330.69
2019,244,CENTRO UNIVERSITÁRIO FIEO,private_nonprofit,university_center,176,3,35,3534401,1,9122528.84,0,1046127.98,1933621.81,2914201.49,1038525.3,0,0,0,1933329.83
2019,254,CENTRO UNIVERSITÁRIO UNI-BAN,private_for_profit,university_center,17362,3,35,3550308,1,258247286.85,0,2720403.15,3460849.11,458012.91,3064638.38,54798549.74,0,0,118628611.22
2019,255,FACULDADE DE ENGENHARIA E AGRIMENSURA DE PIRASSUNUNGA - FEAP,private_nonprofit,faculty,181,3,35,3539301,1,301461.85,0,0,91072.22,37722.47,61875.26,39956.42,30243.14,11462.53,29129.81
2019,263,FACULDADES INTEGRADAS CAMPOS SALLES,private_nonprofit,faculty,186,3,35,3550308,1,30495686.66,0,8662758.22,3928404.47,1189450.43,434771.88,0,0,0,36149480.64
