census_year,HEI_code,HEI_name,administrative_structure,academic_status,maintainer_code,headquarters_region,headquarters_state,headquarters_city,institution_type,own_revenue,transferred_revenue,other_revenue,faculty_expenses,staff_expenses,social_contribution_expenses,cost_expenses,investment_expenses,research_expenses,other_expenses
2019,1208,FAL ESTÁCIO - FACULDADE ESTÁCIO DE NATAL,private_nonprofit,faculty,816,2,24,2408102,1,11583741.69,0,378263.75,1188677.9,632085.88,430089.49,3500080.88,0,0,2483727.54
2019,1212,FACULDADE DE CIÊNCIAS CONTÁBEIS DE ASSIS,private_nonprofit,faculty,16134,3,35,3504008,1,258247286.85,0,2720403.15,3460849.11,458012.91,3064638.38,54798549.74,0,0,118628611.22
2019,1213,FACULDADE FLEMING,private_nonprofit,faculty,16134,3,35,3509502,1,258247286.25,0,2720403.15,3460849.11,458012.91,3064638.38,54798549.74,0,0,118628611.22
2019,1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,private_for_profit,faculty,823,3,35,3522307,1,9905739.64,0,443076.01,2088172.3,144215.62,1423404.25,3795351.42,0,0,0
2019,1221,FACULDADE GAMMON,private_nonprofit,faculty,229,3,35,3535507,1,2424673.16,240000,920895.33,1014626.51,1122941.2,1060334.39,1104731,0,0,121184.56
2019,1224,CENTRO UNIVERSITÁRIO DE JALES,private_nonprofit,university_center,291,3,35,3524808,2,7389308.2,0,6666.14,2633074.25,1314972.09,1470305.95,1025700.04,0,360791.05,538119.6
2019,1225,CENTRO UNIVERSITÁRIO AMPARENSE,private_for_profit,university_center,715,3,35,3501905,2,6281308.45,0,271942.75,1610377.68,826691.57,2224545.66,2372987.83,60087.48,0,302680.65
2019,1226,INSTITUTO DE ENSINO SUPERIOR DO ACRE,private_for_profit,faculty,1404,1,12,1200401,1,109314770.91,0,3247034.66,21151939.49,9464387.5,18158194.99,3658605.29,0,0,31036353.44
2019,1227,CENTRO UNIVERSITÁRIO SÃO FRANCISCO DE BARREIRAS,private_nonprofit,university_center,824,2,29,2903201,2,37485886.1,0,540891.77,7365566.45,4284663.86,7744425.55,0,918931.24,42960.3,15099339.76
2019,1230,CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL,private_nonprofit,university_center,179,3,35,3515186,1,12422462.4,0,1750238,7276359.38,1775565.53,3336182.28,1268579.76,0,0,5047223.85
2019,1231,FACULDADE CNEC SANTO ÂNGELO,private_nonprofit,faculty,407,4,43,4317509,1,349236270.81,494225.04,24635308.31,148751181.65,61371761.13,5298224.23,16906426.05,4196128.03,0,96667425.6
2019,1232,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE,private_nonprofit,university_center,17408,4,41,4106902,1,26437228.75,0,1792150.42,6635429.6,3254246.91,3222682.92,3577105.66,4652710.46,4067238.94,2819964.68
2019,1233,CENTRO UNIVERSITÁRIO UNIC,private_for_profit,university_center,14514,5,51,5103403,1,1778479903.74,0,163312686.14,402749803.74,3656481.79,127735617.68,615778363.14,270642956.74,6178334.17,596795160.1
2019,1237,FACULDADE NOSSA SENHORA APARECIDA,private_nonprofit,faculty,827,5,52,5201405,2,9802472.18,0,0,2995940.33,1268560.43,1584871.05,2228296.43,909485.95,0,323411.35
2019,1239,FACULDADE PADRÃO,private_for_profit,faculty,828,5,52,5208707,2,5083772,0,0,829305.18,256000,102040,92000,480000,82000,979000
2019,1240,FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO,private_nonprofit,faculty,829,3,32,3201308,1,3090525.28,0,154733.62,803567.08,424650.31,732994.21,721931.25,446243.22,130611.09,1976684.61
2019,1243,Faculdade Doctum de Serra,private_nonprofit,faculty,218,3,32,3205002,1,210794763.48,0,2060157.78,38168919.44,25013994.44,15251434.3,43401654,3158862.66,0,89665714.19
2019,1244,FACULDADE BRASILEIRA,private_for_profit,faculty,832,3,32,3205309,2,109935333.47,0,6887215.11,14104259.13,5191160.12,22079995.5,0,1365498.39,0,33452045.82
2019,1245,Faculdade de Castelo - Multivix Castelo,private_for_profit,faculty,833,3,32,3201407,2,9835497.03,0,332608.39,1059227.88,358184.48,1628960.01,0,66899.23,0,4134779.23
2019,1247,FACULDADE DE CIÊNCIAS CONTÁBEIS DE NOVA ANDRADINA - FACINAN,private_nonprofit,faculty,16134,5,50,5006200,1,258247286.85,0,2720403.15,3460849.11,458012.91,3064638.38,54798549.74,0,0,118628611.22
2019,1248,FACULDADE DE PEDAGOGIA,private_nonprofit,faculty,834,5,50,5006200,1,498445.8,0,0,167497.35,43393.09,65376.25,17478.25,4167.5,2340,3450
2019,1249,FACULDADE DE EDUCAÇÃO DE COSTA RICA,private_nonprofit,faculty,835,5,50,5003256,2,695253.56,0,0,269491.2,86063.56,93623.94,4335.81,8009,7200,64878.81
2019,1252,FACULDADE PROMOVE DE MINAS GERAIS,private_for_profit,faculty,17160,3,31,3106200,1,52869261.6,896311.46,0,19428241.02,8288194.57,4014441.06,10233749.65,378958.85,568438.28,7579177.01
2019,1253,FACULDADE METODISTA GRANBERY,private_nonprofit,faculty,838,3,31,3136702,1,21946119.85,0,7996240.94,8189178.89,4141867.28,3506086.05,604678.37,13583065.33,0,8350892.83
2019,1254,FACULDADE DE ADMINISTRAÇÃO DE ITABIRITO,private_nonprofit,faculty,220,3,31,3131901,2,218685.23,0,384897.58,171059.86,109559.48,106953.23,0,0,0,314660.25
2019,1255,Centro Universitário FBV Wyden,private_for_profit,university_center,1174,2,26,2611606,1,219765706.33,0,146924998.62,46543941.75,19603398.91,45420656.21,83631823.98,14464423.97,0,19768440.62
2019,1256,FACULDADE DOM BOSCO,private_nonprofit,faculty,840,4,41,4104808,2,887441.95,0,9843.67,433684.16,257275.92,250531.43,202944.54,0,10320.4,0
2019,1258,FACULDADE DE CASCAVEL,private_for_profit,faculty,1176,4,41,4104808,1,107595431.38,0,4785482.66,20735348.06,103032.41,8988621.31,38207485.17,4889509.59,0,28958682.26
2019,1263,FACULDADE BEZERRA DE ARAÚJO,private_for_profit,faculty,845,3,33,3304557,2,9801467.56,0,0,5302802.42,926263.25,2028883.49,3708.53,575108.1,108527.34,255603.6
2019,1264,CENTRO UNIVERSITÁRIO DO RIO GRANDE DO NORTE,private_nonprofit,university_center,846,2,24,2408102,2,28678973.48,0,3168421.68,7738461.93,3422529.04,7162959.83,6745490.64,719777.35,6680,892600.42
2019,1266,FACULDADES INTEGRADAS URUBUPUNGÁ,private_nonprofit,faculty,178,3,35,3537404,2,4664716.65,0,498562.01,1152442.33,594168.42,646685.82,416171.95,476893.77,306294.31,135311.96
2019,1267,INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS,private_for_profit,faculty,847,4,42,4216602,1,12715410.5,0,800812.32,3561922.53,597814.29,1850939.88,7737097.72,0,0,0
2019,1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,private_for_profit,university_center,848,3,35,3543402,1,395706282,0,5783118,46549601,8926260,9993658,18774467,0,0,60092729
2019,1273,Centro Universitário Campo Limpo Paulista,private_for_profit,university_center,849,3,35,3509601,2,23757379.51,0,0,3123543.76,1877654.65,3456654.32,5431765.98,0,2987543.77,477765.99
2019,1275,FACULDADE DO GUARUJÁ,private_for_profit,faculty,16134,3,35,3518701,1,258247286.85,0,2720403.15,3460849.11,458012.91,3064638.38,54798549.74,0,0,118628611.22
2019,1276,INSTITUTO TAUBATÉ DE ENSINO SUPERIOR,private_for_profit,faculty,851,3,35,3554102,1,5993061.48,0,350692.36,2084722.78,211306.48,1343624.3,3704195.19,0,0,0
2019,1279,FACULDADE DE ITÁPOLIS - FACITA,private_for_profit,faculty,853,3,35,3522703,1,1473330,0,218.28,402599.24,122438.88,145477.52,146325.24,193589.48,56840.57,441872.15
2019,1280,Faculdade Estácio Cotia,private_for_profit,faculty,545,3,35,3513009,1,1229570897.03,0,16485228.64,128428617.52,47668847,45810500.09,150085648.39,0,0,207299413.53
2019,1281,FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA,private_for_profit,faculty,855,3,35,3522406,1,35518855.63,27000,1893398.16,4268756.16,3131940.24,2579455.09,3902225,587712.43,245068.77,415071.51
2019,1286,Faculdade de Tecnologia Senai Mario Amato,private_nonprofit,faculty,796,3,35,3548708,2,953474.55,0,4934.34,1306650.88,82200,207977.38,56918.86,0,0,0
2019,1290,Faculdade Álvares de Azevedo,private_for_profit,faculty,17260,3,35,3550308,2,152203.23,0,0,89976.81,214826.83,0,0,0,0,1255015.63
2019,1291,FACULDADE DE SANTO ANTONIO DA PLATINA,private_for_profit,faculty,16134,4,41,4124103,1,258247286.85,0,2720403.15,3460849.11,458012.91,3064638.38,54798549.74,0,0,118628611.22
2019,1292,Centro Universitário de Adamantina,special,university_center,15990,3,35,3500105,2,68367685.13,49099.05,0,26352550.32,5306634.69,7107833.03,13950531.12,8854817.79,0,2533702.76
2019,1294,Centro Universitário das Américas,private_for_profit,university_center,862,3,35,3550308,2,116207170.33,0,11310726.54,37334333.87,8873522.31,3566627.33,24175836.22,0,0,36117478.08
2019,1295,FACULDADE DE EDUCAÇÃO E TECNOLOGIA IRACEMA,private_for_profit,faculty,16464,3,35,3550308,1,973256.1,0,0,278352.2,152014,141329.2,0,0,0,0
2019,1296,ESCOLA SUPERIOR DE MARKETING,private_nonprofit,faculty,864,2,26,2611606,1,346473,0,0,150923.3,40190.52,77810.7,6790.42,49476.3,5716.5,15565.26
2019,1298,Faculdade Estácio de Alagoas - Estácio FAL,private_for_profit,faculty,545,2,27,2704302,1,1229570897.03,0,16485228.64,128428617.52,47668847,45810500.09,150085648.39,0,0,207299413.53
2019,1299,FACULDADES INTEGRADAS DE FERNANDÓPOLIS,private_nonprofit,faculty,492,3,35,3515509,1,14386529.45,0,459715.78,6372047.03,2545544.96,3084446.23,408893.26,0,0,2150587
2019,1300,INSTITUTO TAQUARITINGUENSE DE ENSINO SUPERIOR DR. ARISTIDES DE CARVALHO SCHLOBACH,private_nonprofit,faculty,867,3,35,3553708,1,3239329.78,188342.95,396847.22,1193707.27,728312.06,603130.11,0,155352.57,0,1302842.62
2019,1301,INSTITUTO MATONENSE MUNICIPAL DE ENSINO SUPERIOR,private_nonprofit,faculty,15826,3,35,3529302,1,2733994,0,0,708298,223673,464970,347575,335108,68356,586014
2019,1302,FACULDADE BATISTA BRASILEIRA,private_nonprofit,faculty,869,2,29,2927408,1,5563786,110101.33,422308.7,3489066.72,2854290.07,1933528.89,4365222,0,0,1025135.99
2019,1303,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",federally_owned,federal_institute,16657,5,52,5208707,2,850055,0,0,106139726.54,70759817.7,48902780,58689465.05,8001620.08,912301,0
2019,1304,FACULDADE DE RIBEIRÃO PIRES,private_nonprofit,faculty,16134,3,35,3543303,1,258247286.85,0,2720403.15,3460849.11,458012.91,3064638.38,54798549.74,0,0,118628611.22
2019,1305,"FACULDADE DE CIÊNCIAS JURÍDICAS, GERENCIAIS E EDUCAÇÃO DE SINOP",private_for_profit,faculty,14514,5,51,5107909,1,1778479903.74,0,163312686.14,402749803.74,3656481.79,127735617.68,615778363.14,270642956.74,6178334.17,596795160.1
2019,1307,FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL,private_for_profit,faculty,585,3,35,3516705,1,15117206.26,0,1175744.03,3029272.2,3142471.56,2343877.02,1495897.98,5007850.36,212625.32,0
2019,1308,FACULDADE NOVO MILÊNIO,private_for_profit,faculty,14952,3,32,3205200,2,15136382.54,0,20461.62,3810975.1,2052063.52,3249779.49,2654741.69,280666.97,0,32370.58
2019,1309,Faculdade Projeção de Taguatinga Norte,private_for_profit,faculty,14955,5,53,5300108,2,175971.83,0,27572.44,17894.95,39685.76,0,0,0,0,0
2019,1310,FACULDADE DE AMERICANA,private_nonprofit,faculty,872,3,35,3501608,2,31740113.68,0,1149098.8,6937084.56,3509032.06,1337089.9,13606415.79,1784847.58,0,604347.46
2019,1311,TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS,private_for_profit,faculty,873,3,35,3550308,1,10513864.44,0,30322.45,2137781.12,2166785.09,2945023.5,5599882.75,18851.89,118000,534298.37
2019,1312,FACULDADES INTEGRADAS DE RONDONÓPOLIS,private_for_profit,faculty,16354,5,51,5107602,2,7099730.1,0,3816,719864.86,849665.3,799957.77,1341597.34,0,0,8357.78
2019,1313,FACULDADE DE SUZANO,private_nonprofit,faculty,16134,3,35,3552502,1,258247286.85,0,2720403.15,3460849.11,458012.91,3064638.38,54798549.74,0,0,118628611.22
2019,1314,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE MINAS GERAIS,private_for_profit,faculty,1461,3,31,3136652,2,450586.71,0,1935,122492.04,40337.4,50243.72,200513.17,120934.77,2940.5,388.18
2019,1317,Centro Universitário Sudoeste Paulista,private_for_profit,university_center,878,3,35,3504503,1,34744175.52,0,0,7150232.09,3126027.01,5601994.95,8621509.39,0,0,2797851.22
2019,1318,FACULDADE UNINASSAU VITÓRIA DA CONQUISTA,private_for_profit,faculty,879,2,29,2933307,2,13248529.96,0,50111.22,2546049.74,391542.54,1938781.63,614732.06,60273,0,4698535.19
2019,1319,FACULDADE TECSOMA,private_for_profit,faculty,880,3,31,3147006,1,7985364.26,0,6833.45,1890401.8,2587133.98,678897.46,861633.2,327228.18,312674.68,1062865.4
2019,1322,FACULDADE EDUVALE DE AVARÉ,private_nonprofit,faculty,882,3,35,3504503,2,10603400,0,0,4559462,1166374,2226714,371119,1060340,583187,318102
2019,1325,FACULDADE DE APUCARANA,private_nonprofit,faculty,885,4,41,4101408,1,13125503.67,0,3656505,2501759.4,756475.75,1974445.75,88207.24,1240718.31,677671.83,1162302.92
2019,1326,FACULDADE CAPIXABA DA SERRA,private_for_profit,faculty,15213,3,32,3205002,2,29611689.53,0,1740946.75,4274812.21,679210.64,5463475.62,0,2096012.26,0,16080193.27
2019,1327,ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DE PORTO ALEGRE,private_nonprofit,faculty,412,4,43,4314902,1,319598502.91,0,16070987.64,79567867.65,48436071.17,74016543.86,97464936.34,16781531.27,18447308.65,957253.28
2019,1328,FACULDADE DE COMUNICAÇÃO E TURISMO DE OLINDA,private_nonprofit,faculty,887,2,26,2609600,1,15139022.73,0,0,2468133.73,1557130.1,1336510.79,2437192.64,296794.38,58923.16,6984337.93
2019,1330,FACULDADE COTEMIG,private_for_profit,faculty,889,3,31,3106200,1,3390163.75,0,0,681480.43,306004.29,443197.27,981802.98,669267.99,0,308410.79
2019,1333,FACULDADE CECAP DO LAGO NORTE,private_nonprofit,faculty,890,5,53,5300108,1,450000,0,0,2e+05,70000,80000,1e+05,0,0,0
2019,1334,CENTRO UNIVERSITÁRIO FACISA,private_for_profit,university_center,891,2,25,2504009,1,181862015,0,4493169.6,43724469.45,8244930.04,17418487.51,11560230.1,18670733,5793831.9,17907726.21
2019,1336,CENTRO UNIVERSITÁRIO ASSIS GURGACZ,private_nonprofit,university_center,893,4,41,4104808,1,152071193.66,40018,3729060.9,33160689.67,14541889.22,18078961.95,6065357.91,51312401.14,479635,9697873.98
2019,1337,FACULDADE MATER DEI,private_for_profit,faculty,894,4,41,4118501,2,21604696.45,0,219722.31,4972919.03,1886163.85,3882396.41,824721.95,2293808.6,0,1934931.85
2019,1344,FACULDADE BORGES DE MENDONÇA,private_for_profit,faculty,3248,4,42,4205407,2,6103832.31,0,0,1274089.93,1145005.41,950013.88,0,0,0,0
2019,1345,FACULDADE ANHANGUERA DE OSASCO,private_for_profit,faculty,16452,3,35,3534401,1,1887555301.04,0,193942881.33,462981394.98,6087596.9,224729729.85,503639721.48,222439842.24,2073573.51,650631633.38
2019,1346,FACULDADE BATISTA DE MINAS GERAIS,private_for_profit,faculty,17409,3,31,3106200,1,6319589,0,1671557,1830105,196113,1550315,0,0,0,925275
2019,1350,FACULDADE DO VALE DO JAGUARIBE,private_for_profit,faculty,901,2,23,2301109,1,27851224.04,0,184370.48,4607784.54,2340561.45,3322841.96,6291327.08,434741.51,1490,3944618.39
2019,1351,CENTRO UNIVERSITÁRIO SOCIESC,private_nonprofit,university_center,902,4,42,4209102,2,1.2e+08,0,2700000,1.8e+07,23500000,16800000,4.3e+07,17950000,0,5.6e+07
2019,1355,FACULDADES INTEGRADAS DE JAHU,private_nonprofit,faculty,271,3,35,3525300,1,27589827.16,0,1856659.91,4268609.35,2036414.95,63050.24,2220254.12,1090254.64,0,3969080.63
2019,1356,CENTRO UNIVERSITÁRIO DE SANTA FÉ DO SUL,municipally_owned,university_center,447,3,35,3546603,2,32028687.67,0,641865.11,14067257.55,3760760.94,799012.48,8900418.8,3164426.33,0,1978676.68
2019,1357,INSTITUTO SUPERIOR DE EDUCAÇÃO DO RIO DE JANEIRO,state_owned,faculty,904,3,33,3304557,1,0,768654871,0,365836767.35,235340362.3,71197489.35,27685453,10464530,9494530,48635739
2019,1359,FACULDADE CAPIXABA DE NOVA VENÉCIA,private_for_profit,faculty,2923,3,32,3203908,1,25227282.7,0,975980.66,2551498.73,995407.74,4344840.48,0,279568.12,0,9915759.08
2019,1360,iCEV - Instituto de Ensino Superior,private_for_profit,faculty,784,2,22,2211001,1,3764765.26,0,0,1270787.27,539032.91,1233174.7,210743.95,0,0,0
2019,1362,CENTRO UNIVERSITÁRIO UBAENSE OZANAM COELHO,private_for_profit,university_center,907,3,31,3169901,2,52747949.06,0,4742784.2,11392789.86,3284396.01,6061234.5,5811639.26,3795326.86,95200,2683828.08
2019,1363,FACULDADE VISCONDE DE CAIRÚ,private_nonprofit,faculty,111,2,29,2927408,1,18876567,0,0,3933926,2117488,2447418,5003912,0,0,4700456
2019,1364,CENTRO UNIVERSIÁRIO UNIFTC,private_for_profit,university_center,1564,2,29,2933307,2,74712719,0,114934,7191285,1872699,6316540,2343638,18086185,0,4964641
2019,1365,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,private_nonprofit,university_center,144,3,35,3550308,2,165611184.81,7158259.55,10795851.35,72902819.33,20251298.07,14546322.04,65424715.84,8194233.19,8623747.11,14347253.42
2019,1373,FACULDADE CASA BRANCA,private_for_profit,faculty,909,3,35,3510807,1,1215753.8,0,58487.52,441499.98,180895.19,242787.59,26213.17,31231.2,14004.38,719229.36
2019,1374,FACULDADE DE GUARANTÃ DO NORTE,private_for_profit,faculty,17217,5,51,5104104,1,6865985,0,255000,1325958.35,1345645.66,917656,450000,1300000,1800000,0
2019,1375,FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA,private_nonprofit,faculty,910,5,51,5101258,2,7950800,0,662889,3553724,1435870,1859962,0,0,0,1764133
2019,1379,FACULDADES INTEGRADAS SÃO PEDRO,private_nonprofit,faculty,789,3,32,3205309,1,50962367,0,3810232,11754533,2400839,9271781,17681632,313943,2e+05,3056154
2019,1381,Faculdade Martha Falcão Wyden,private_for_profit,faculty,914,1,13,1302603,2,30379357.55,0,1612434.25,5474768.68,2228553.18,4972019.35,13756558.2,734731.76,0,965440.98
2019,1382,Faculdades EST,private_nonprofit,faculty,915,4,43,4318705,2,4774831.8,1028044.9,1155742.3,2602122.8,1566441.9,1054008.89,515114.41,440769.87,551682.74,189748.64
2019,1383,FACULDADE JOSÉ LACERDA FILHO DE CIÊNCIAS APLICADAS,private_nonprofit,faculty,916,2,26,2607208,2,1552143.6,0,0,439262.41,210430.51,295677.73,125534.78,123456.89,50354.89,547987
2019,1384,FACULDADE SANTA HELENA,private_nonprofit,faculty,917,2,26,2611606,1,5531745.64,0,0,1025365.86,577602.6,512949.72,0,0,0,2416224.57
2019,1385,FACULDADES INTEGRADAS IPEP,private_nonprofit,faculty,766,3,35,3550308,2,788469.56,0,0,195953.8,98665.46,134041.88,183617.35,0,31661.21,48035.61
2019,1386,FACULDADE ESAMC CAMPINAS,private_for_profit,faculty,918,3,35,3509502,2,18619216.92,0,12600165.84,12600165.84,1960150.59,5804274.85,7801213.57,1575000,675000,0
2019,1387,FACULDADE PENTÁGONO - FAPEN,private_for_profit,faculty,919,3,35,3547809,2,981218.72,0,0,141355.06,118725.32,140308.19,0,0,0,18344.62
2019,1388,CENTRO UNIVERSITÁRIO SUMARÉ,private_for_profit,university_center,920,3,35,3550308,1,58772748.95,0,1291276.19,9958558.51,7868727.74,7531811.11,26329675.6,197185.25,253134.12,8922981.95
2019,1394,FACULDADE CASTRO ALVES,private_for_profit,faculty,17021,2,29,2927408,2,683667,0,0,203245,190514,177031,53805,0,12921,43468
2019,1395,FACULDADE DE CALDAS NOVAS,private_for_profit,faculty,923,5,52,5204508,1,6500781.1,0,272382.02,1400182,248982,253400.58,135426.33,97783.18,12817.81,20483.2
2019,1396,Centro Universitário Dinâmica das Cataratas,private_for_profit,university_center,924,4,41,4108304,2,45918198.71,0,1102746.53,15020208.02,6437232.01,7510931.39,6472722.5,6466662.25,719191.35,2798955.47
2019,1400,FACULDADE DA INDÚSTRIA SÃO JOSÉ DOS PINHAIS,private_nonprofit,faculty,16065,4,41,4125506,1,22878711.36,0,401934.62,2409671.55,3869267.03,6256930.08,8921777.75,754257.87,0,275576.79
2019,1401,FACULDADE ADELMAR ROSADO,private_for_profit,faculty,928,2,22,2211001,1,218792.7,0,0,106705.9,36912.03,23603.02,0,0,0,19436.54
2019,1402,INSTITUTO DE CIÊNCIAS SOCIAIS E HUMANAS,private_for_profit,faculty,929,5,52,5221858,1,416320.24,0,0,183059.07,182027.74,112957.86,70720,0,0,0
2019,1403,FACULDADE DE PIMENTA BUENO,private_for_profit,faculty,930,1,11,1100189,1,6777293,0,186795,1350621,914883,703852,1813478,44798,0,1822968
2019,1404,FACULDADE DE PIRACANJUBA,private_for_profit,faculty,931,5,52,5217104,1,2045798.21,0,1e+06,506660.15,190320,256183.13,120000,250000,45000,110000
2019,1409,FACULDADE DO CENTRO LESTE,private_for_profit,faculty,932,3,32,3205002,1,12417690.35,0,139861.79,4247951.4,939824.48,4901687.6,2848549.84,298104.32,195125.92,1168117.87
2019,1410,Faculdade Área1 Wyden,private_for_profit,faculty,1174,2,29,2927408,1,219765706.33,0,146924998.62,46543941.75,19603398.91,45420656.21,83631823.98,14464452.97,0,19768440.62
2019,1411,FACULDADE DOIS DE JULHO,private_nonprofit,faculty,935,2,29,2927408,1,7689189.49,0,168398.16,1506761.28,1474000.44,2533647.46,1755743.76,36238.09,0,549013.08
2019,1412,FACULDADE ANHANGUERA DE JUNDIAÍ,private_for_profit,faculty,16452,3,35,3525904,1,1887555301.04,0,193942881.33,462981394.98,6087596.9,224729729.85,503639721.48,222439842.24,2073573.51,650631633.38
2019,1413,FACULDADE DE PRIMAVERA,private_nonprofit,faculty,937,3,35,3544251,1,570741.23,0,0,249070.82,80529.48,174901.67,0,0,0,237401.77
2019,1414,CENTRO UNIVERSITÁRIO SÃO LUCAS,private_for_profit,university_center,938,1,11,1100205,1,130029208.51,0,914256.87,24825444.39,12601987.53,21655826.16,33537499.04,5946574.32,0,10790238.85
2019,1417,FACULDADE CNEC CAMPO LARGO,private_nonprofit,faculty,407,4,41,4104204,1,349236270.81,494225.04,24635308.31,148751181.65,61371761.13,5298224.23,16906426.05,4196128.03,0,96667425.6
2019,1418,CENTRO UNIVERSITÁRIO TOLEDO,private_for_profit,university_center,85,3,35,3502804,1,38880843.52,1e+06,5811654.18,10235557.23,4356446.6,7247129.22,10294049.02,1285921.28,700167.41,19371135.2
2019,1419,CENTRO UNIVERSITÁRIO CURITIBA,private_for_profit,university_center,325,4,41,4106902,2,100597427.18,0,1000783.9,22172517.08,16765389.15,16564698.16,0,581936.64,459968.77,16864421.94
2019,1420,FACULDADES DE DRACENA,municipally_owned,faculty,343,3,35,3514403,2,17075072.73,0,209598,5121239.84,494158.8,1267932.58,2362723.76,1223484.67,0,0
2019,1422,CENTRO UNIVERSITÁRIO DO NORTE,private_for_profit,university_center,656,1,13,1302603,2,24500870.42,0,308563.22,4636219.16,1532536.91,5503425.08,1444567.21,428479.65,0,10524117.64
2019,1423,Faculdade Ideal Wyden,private_for_profit,faculty,941,1,15,1501402,2,65667500,0,856660,7264308,2239304,5607967,7532147,710000,104234,1098833
2019,1425,FACULDADE EVOLUTIVO,private_for_profit,faculty,3382,2,23,2304400,2,3263513,0,0,1033019,463062.7,392500,0,0,720000,0
2019,1426,INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA,private_nonprofit,faculty,314,5,52,5211503,1,666606756.22,0,73429601.59,182750886.61,56123347.65,41607848.45,83148418.08,3127696.07,8938552.5,34471935.44
2019,1427,CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA,private_for_profit,university_center,943,4,43,4305108,1,87191110.06,0,1442833.93,13028585.46,5154656.54,15804704.26,17907535.09,4085871.25,675428.2,13536840.84
2019,1428,INSTITUTO DE ENSINO SUPERIOR PLANALTO,private_for_profit,faculty,741,5,53,5300108,1,2527332.3,0,32153.24,1185809.65,608019.87,490909.33,91030.66,48596.95,7500,91012.44
2019,1429,FACULDADE BATISTA DO RIO DE JANEIRO,private_nonprofit,faculty,944,3,33,3304557,1,2109478.05,0,325162.86,481226.08,583449.52,709418.75,277495.02,0,0,585519.68
2019,1430,CENTRO UNIVERSITÁRIO INGÁ,private_nonprofit,university_center,945,4,41,4115200,1,110806231.77,0,1991225.56,19165935.5,5676554.51,12316574.8,19804433.57,12436625.54,0,18827016.59
2019,1432,FACULDADE BERTIOGA,private_nonprofit,faculty,3034,3,35,3506359,2,3025387.63,0,0,505140.75,565874.59,516763.88,807537.41,0,0,0
2019,1433,FACULDADE ORÍGENES LESSA,private_for_profit,faculty,17472,3,35,3526803,1,3165399.36,0,52698.25,803659.78,410456.98,380659.32,569748.52,265874.21,0,199512.98
2019,1434,Centro Universitário de Itapira Uniesi,private_for_profit,university_center,948,3,35,3522604,1,9166991.13,0,597375.6,2683904.31,227651.91,1667717.05,6504087.2,0,0,0
2019,1436,ESCOLA SUPERIOR BATISTA DO AMAZONAS,private_for_profit,faculty,949,1,13,1302603,2,18156910.78,0,0,5282486.48,1536757.09,2282675.4,0,310621.52,0,8692891.93
2019,1437,ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE RIO CLARO,private_for_profit,faculty,471,3,35,3543907,1,43774694.48,0,361954.36,14192587.95,5227172.97,8756832.72,0,4375613.84,2577467.33,16419671.83
2019,1438,FACULDADE DE ADMINISTRAÇÃO DE EMPRESAS,private_for_profit,faculty,950,3,35,3509502,1,49013249.2,0,617252.44,10434589.05,3899309.77,12374346.98,8139499.68,672965.75,0,7059144.89
2019,1439,FACULDADE DE CIÊNCIAS ECONÔMICAS,private_for_profit,faculty,950,3,35,3509502,1,49013249.2,0,617252.44,10434589.05,3899309.77,12374346.98,8139499.68,672965.75,0,7059144.89
2019,1440,INSTITUTO APHONSIANO DE ENSINO SUPERIOR,private_for_profit,faculty,951,5,52,5221403,1,3103562.45,0,70377.86,2052062.2,75150.47,1013343.96,219390.34,45739.48,0,446643.33
2019,1441,FACULDADE DE TECNOLOGIA DO PIAUÍ,private_for_profit,faculty,952,2,22,2211001,2,5193906.74,0,0,1317698.29,945524.02,700395.8,203463.55,565930.31,91490.38,143412.95
2019,1442,FACULDADE DE DIREITO DE TANGARÁ DA SERRA,private_for_profit,faculty,15801,5,51,5107958,1,235576253.14,0,9846318.49,38299090.19,332011.78,21596693.76,33641660.52,14278029.08,0,55462452.13
2019,1444,FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA,private_nonprofit,faculty,699,3,35,3526902,1,35508817.68,0,173492.81,7488679.75,747156.15,3303363.59,945253.91,0,0,4149382.35
