program_code,HEI_code,active,program_name,campus_code,program_cine_code,degree_type,program_type,course_load,percent_dist,students_enrolled
1055329,12791,active,ADMINISTRAÇÃO,1039666,0413A01,bachelor,classroom,3000,18,112
1055334,4492,active,PEDAGOGIA,140542,0113P01,license,classroom,3200,20,474
1055348,12791,active,PEDAGOGIA,1039666,0113P01,license,classroom,3200,18,84
1055349,738,active,ARQUITETURA E URBANISMO,106387,0731A02,bachelor,classroom,4080,20,242
1055480,4567,active,ESTÉTICA E COSMÉTICA,659871,1012E01,technology,classroom,2600,0,37
1055492,1046,active,GESTÃO FINANCEIRA,658218,0412G01,technology,classroom,1584,0,8
1055542,13359,active,ADMINISTRAÇÃO,1041676,0413A01,bachelor,classroom,3312,0,122
1055543,13359,active,CIÊNCIAS CONTÁBEIS,1041676,0411C01,bachelor,classroom,3312,0,59
1055544,13359,active,RELAÇÕES INTERNACIONAIS,1041676,0312R01,bachelor,classroom,3186,0,0
1055545,13359,active,SISTEMA DE INFORMAÇÃO,1041676,0615S02,bachelor,classroom,3312,0,9
1055546,13359,active,GESTÃO DE RECURSOS HUMANOS,1041676,0413G07,technology,classroom,1656,0,4
1055547,13359,active,MARKETING,1041676,0414M01,technology,classroom,2160,0,0
1055549,13359,active,AGRONEGÓCIO,1041676,0413G09,technology,classroom,2718,0,0
1055551,13359,active,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1041676,0615S02,technology,classroom,2160,0,1
1055781,2198,active,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,659036,0615S02,technology,classroom,2160,0,3
1055948,11586,active,ENGENHARIA MECATRÔNICA,1031862,0714E09,bachelor,classroom,8880,0,80
1056078,3443,active,DIREITO,1002327,0421D01,bachelor,classroom,3996,19.46,608
1056198,1157,active,MEDICINA VETERINÁRIA,102593,0841M01,bachelor,classroom,4474,0,127
1056258,1100,active,GESTÃO DE RECURSOS HUMANOS,141871,0413G07,technology,classroom,1600,20,108
1056358,1621,active,EDUCAÇÃO FÍSICA,658629,0114E03,license,classroom,3000,0,71
1056403,682,active,GEOLOGIA,658029,0532G02,bachelor,classroom,3795,0,12
1056450,4277,active,SEGURANÇA NO TRABALHO,137331,1022S01,technology,classroom,2720,20,2
1056475,4277,active,PEDAGOGIA,137331,0113P01,license,classroom,3298,20,212
1056602,1892,active,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,658850,0714E05,bachelor,classroom,4600,20,84
1056704,13417,active,ENFERMAGEM,1041912,0913E01,bachelor,classroom,4260,0,232
1056710,1717,active,MARKETING,658711,0414M01,technology,classroom,1600,15,49
1056712,13417,active,SERVIÇO SOCIAL,1041912,0923S01,bachelor,classroom,3580,0,92
1056731,12869,active,ADMINISTRAÇÃO,1039848,0413A01,bachelor,classroom,3200,0,58
1056733,12869,active,DIREITO,1039848,0421D01,bachelor,classroom,3900,0,253
1056734,12869,active,COMÉRCIO EXTERIOR,1039848,0413C01,technology,classroom,1620,0,7
1056743,5277,active,GESTÃO PÚBLICA,1090550,0413G12,technology,classroom,1720,0,167
1056749,1643,active,MEDICINA VETERINÁRIA,137974,0841M01,bachelor,classroom,4446,0,371
1056839,1071,active,ADMINISTRAÇÃO,658237,0413A01,bachelor,classroom,3560,0,4
1056863,13467,active,ESTÉTICA E COSMÉTICA,1042058,1012E01,technology,classroom,2480,20,13
1057086,2573,active,TEOLOGIA,,0221T01,bachelor,distance,3180,0,1485
1057369,2501,active,PSICOLOGIA,1094013,0313P01,bachelor,classroom,4180,20,800
1057427,862,extinction,SEGURANÇA NO TRABALHO,658140,1022S01,technology,classroom,2468,0,0
1057458,1978,active,ESTÉTICA E COSMÉTICA,1055273,1012E01,technology,classroom,2400,5,555
1057519,862,extinction,GESTÃO AMBIENTAL,658140,0712G01,technology,classroom,1780,0,0
1057559,12922,active,SEGURANÇA NO TRABALHO,1064846,1022S01,technology,classroom,2500,0,4
1057560,12922,active,PETRÓLEO E GÁS,1064846,0724P01,technology,classroom,2500,0,4
1057561,12922,active,ENGENHARIA MECÂNICA,1064846,0715E02,bachelor,classroom,4440,0,230
1057622,4810,active,SISTEMA DE INFORMAÇÃO,141056,0615S02,bachelor,classroom,3144,0,50
1057651,1664,active,DIREITO,137380,0421D01,bachelor,classroom,5430,20,184
1057655,13073,active,TRANSPORTE AÉREO,1070493,1041T01,technology,classroom,1720,0,68
1057767,12247,active,DIREITO,137590,0421D01,bachelor,classroom,4108,0,1082
1057798,1100,active,EDUCAÇÃO FÍSICA,132230,0114E03,license,classroom,3200,20,135
1057859,13527,active,ADMINISTRAÇÃO,1042188,0413A01,bachelor,classroom,2400,0,106
1057890,13527,active,JORNALISMO,1042188,0321C01,bachelor,classroom,2700,0,53
1057893,13527,active,COMUNICAÇÃO SOCIAL,1042188,0321R01,bachelor,classroom,2280,0,65
1057895,13527,active,FILOSOFIA,1042188,0114F01,license,classroom,1920,0,10
1058000,4652,active,LOGÍSTICA,659893,0413L01,technology,classroom,1720,19,66
1058013,1571,active,GESTÃO DE RECURSOS HUMANOS,105057,0413G07,technology,classroom,1680,19,155
1058179,385,active,ENGENHARIA CIVIL,6801,0732E01,bachelor,classroom,3603,18.32,267
1058220,10116,active,AGROINDÚSTRIA,1000694,0811A02,technology,classroom,2800,0,9
1058242,1632,active,REDES DE COMPUTADORES,658637,0612R01,technology,classroom,2100,18,29
1058244,1632,active,GESTÃO DE RECURSOS HUMANOS,658637,0413G07,technology,classroom,1680,0,0
1058327,202,active,ENGENHARIA DE PRODUÇÃO,1059458,0725E02,bachelor,classroom,4250,0,0
1058328,202,active,ENGENHARIA MECÂNICA,1059458,0715E02,bachelor,classroom,4200,20,33
1058329,202,active,ENGENHARIA AMBIENTAL E SANITÁRIA,1059458,0712E02,bachelor,classroom,4480,0,7
1058330,202,active,ENGENHARIA CIVIL,1059458,0732E01,bachelor,classroom,4010,20,78
1058384,2903,active,ARQUITETURA E URBANISMO,139535,0731A02,bachelor,classroom,3978,0,95
1058390,2122,active,REDES DE COMPUTADORES,100687,0612R01,technology,classroom,2092,20,143
1058456,4086,active,GESTÃO DE SEGURANÇA PRIVADA,141098,1032S02,technology,classroom,1760,20,89
1058486,1772,active,NUTRIÇÃO,102260,0915N01,bachelor,classroom,3220,20,379
1058491,1772,active,DESIGN DE MODA,102260,0212M01,technology,classroom,1700,20,17
1058492,1772,active,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,102260,0615S02,technology,classroom,2120,20,25
1058493,1772,active,DESIGN GRÁFICO,102260,0211D01,technology,classroom,1700,20,49
1058495,1772,active,GASTRONOMIA,102260,1013G01,technology,classroom,1600,20,142
1058499,1772,active,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,102260,0612G01,technology,classroom,2120,20,16
1058500,1772,active,LOGÍSTICA,1093024,0413L01,technology,classroom,1600,20,20
1058502,1772,active,PROCESSOS GERENCIAIS,1093024,0413G05,technology,classroom,1600,20,25
1058504,1772,active,REDES DE COMPUTADORES,102260,0612R01,technology,classroom,2120,20,5
1058506,4185,active,CIÊNCIAS CONTÁBEIS,659789,0411C01,bachelor,classroom,3040,20,84
1058518,1759,active,MARKETING,142473,0414M01,technology,classroom,1600,20,35
1058519,1759,active,LOGÍSTICA,142473,0413L01,technology,classroom,1600,20,42
1058520,1759,active,GESTÃO DE RECURSOS HUMANOS,1074824,0413G07,technology,classroom,1600,20,60
1058832,13625,active,JOGOS DIGITAIS,1042364,0613J01,technology,classroom,2080,0,36
1058892,385,active,ENGENHARIA DE PRODUÇÃO,6801,0725E02,bachelor,classroom,3603,18.32,81
1058916,2779,active,ADMINISTRAÇÃO,141290,0413A01,bachelor,classroom,3380,20,38
1058919,2779,active,CIÊNCIAS CONTÁBEIS,141290,0411C01,bachelor,classroom,3300,20,79
1058935,12899,active,PEDAGOGIA,1039930,0113P01,license,classroom,3880,0,108
1058962,2324,active,FISIOTERAPIA,659091,0915F01,bachelor,classroom,4000,20,247
1058983,2324,active,ENFERMAGEM,659091,0913E01,bachelor,classroom,4000,20,336
1058989,13625,active,DESIGN DE INTERIORES,1042364,0212D03,technology,classroom,1680,0,31
1058992,13625,active,ADMINISTRAÇÃO,1042364,0413A01,bachelor,classroom,3120,0,56
1058993,13625,active,CIÊNCIAS CONTÁBEIS,1042364,0411C01,bachelor,classroom,3100,0,65
1059011,13300,active,ENGENHARIA DE PRODUÇÃO,1041208,0725E02,bachelor,classroom,3600,0,71
1059015,385,active,ENGENHARIA MECÂNICA,6801,0715E02,bachelor,classroom,3603,18.32,124
1059142,1085,active,CIÊNCIAS CONTÁBEIS,134110,0411C01,bachelor,classroom,3000,0,32
1059170,1759,active,GESTÃO COMERCIAL,142473,0416G01,technology,classroom,1760,20,55
1059179,10,active,MEDICINA,1496,0912M01,bachelor,classroom,7770,0,376
1059195,4865,active,ENGENHARIA AMBIENTAL,1056034,0712E01,bachelor,classroom,3600,18,505
1059196,4865,active,ENGENHARIA ELÉTRICA,1056034,0713E05,bachelor,classroom,3600,18,384
1059197,4865,active,ENGENHARIA MECÂNICA,1056034,0715E02,bachelor,classroom,3900,18,373
1059198,4865,active,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,1056034,0714E05,bachelor,classroom,3900,18,406
1059199,4865,active,ENGENHARIA CIVIL,1056034,0732E01,bachelor,classroom,3600,18,852
1059282,13476,active,FILOSOFIA,1042068,0114F01,license,classroom,2940,0,0
1059289,385,active,ENGENHARIA ELÉTRICA,6801,0713E05,bachelor,classroom,3603,18.32,124
1059293,11544,active,AGRONOMIA,131757,0811A04,bachelor,classroom,4320,0,231
1059323,2175,active,BIOMEDICINA,1042049,0914B01,bachelor,classroom,3200,19,211
1059329,2175,active,FISIOTERAPIA,1042049,0915F01,bachelor,classroom,4000,19.8,204
1059335,3613,active,PSICOLOGIA,659564,0313P01,bachelor,classroom,4800,0,153
1059336,1759,active,GESTÃO FINANCEIRA,140674,0412G01,technology,classroom,1600,20,26
1059354,4169,active,GESTÃO DE SEGURANÇA PRIVADA,1051161,1032S02,technology,classroom,1880,20,6
1059394,11544,active,ARQUITETURA E URBANISMO,131757,0731A02,bachelor,classroom,4320,0,237
1059401,1493,active,ENGENHARIA CIVIL,133459,0732E01,bachelor,classroom,4960,0,109
1059402,1493,active,ENGENHARIA MECÂNICA,133459,0715E02,bachelor,classroom,4320,0,134
1059404,1493,active,ENGENHARIA ELÉTRICA,133459,0713E05,bachelor,classroom,4320,0,92
1059435,13643,active,PEDAGOGIA,1042412,0113P01,license,classroom,3200,0,0
1059442,2799,active,GESTÃO DA PRODUÇÃO INDUSTRIAL,659304,0413G01,technology,classroom,2400,0,15
1059470,2927,active,DIREITO,1094500,0421D01,bachelor,classroom,4220,20,151
1059484,2324,active,LOGÍSTICA,659091,0413L01,technology,classroom,1920,16,43
1059496,11544,active,CIÊNCIAS BIOLÓGICAS,131757,0511B01,bachelor,classroom,3342,0,13
1059497,11544,active,ENFERMAGEM,131757,0913E01,bachelor,classroom,4000,0,159
1059585,13657,active,COMÉRCIO EXTERIOR,1042440,0413C01,technology,classroom,1720,20,5
1059586,13657,active,GESTÃO DE RECURSOS HUMANOS,1042440,0413G07,technology,classroom,1700,20,109
1059588,13657,active,GESTÃO PORTUÁRIA,1042440,1041G01,technology,classroom,1700,20,78
1059600,672,active,ENGENHARIA MECATRÔNICA,658023,0714E09,bachelor,classroom,4000,15,418
1059628,4610,active,GESTÃO DA PRODUÇÃO INDUSTRIAL,139864,0413G01,technology,classroom,2460,20,52
1059632,3034,active,ODONTOLOGIA,1101320,0911O01,bachelor,classroom,4000,20,463
1059775,4522,active,QUÍMICA,3877,0531Q01,bachelor,classroom,2800,0,37
1059801,4169,active,MARKETING,1051161,0414M01,technology,classroom,1880,20,169
1059802,4169,active,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,1051161,0612G01,technology,classroom,2260,20,282
1059803,4169,active,GESTÃO DE RECURSOS HUMANOS,1051161,0413G07,technology,classroom,1880,20,423
1059804,4169,active,GESTÃO FINANCEIRA,1051161,0412G01,technology,classroom,1880,20,201
1059805,4169,active,LOGÍSTICA,1051161,0413L01,technology,classroom,1880,20,256
1059807,3631,active,ADMINISTRAÇÃO,1042476,0413A01,bachelor,classroom,3000,0,76
1059809,1427,active,ENGENHARIA DE PRODUÇÃO,1072305,0725E02,bachelor,classroom,3600,20,194
1059849,1696,active,DIREITO,658693,0421D01,bachelor,classroom,4060,0,173
1059861,1759,active,GESTÃO AMBIENTAL,142473,0712G01,technology,classroom,1760,20,13
1060021,1666,active,GESTÃO DA QUALIDADE,1081853,0413G02,technology,classroom,2000,0,52
1060033,3998,active,SISTEMAS DE INFORMAÇÃO,1039739,0615S02,bachelor,classroom,3000,20,39
1060036,4724,active,ENGENHARIA DE PRODUÇÃO,139851,0725E02,bachelor,classroom,3796,15,305
1060058,2855,active,ARQUITETURA E URBANISMO,659330,0731A02,bachelor,classroom,3610,0,116
1060125,13677,active,FABRICAÇÃO MECÂNICA,1042641,0715F01,technology,classroom,2400,0,180
1060149,3716,active,BIOTECNOLOGIA,1060075,0512B02,bachelor,classroom,3700,15,44
1060161,3716,active,NUTRIÇÃO,1060075,0915N01,bachelor,classroom,3204,15,148
1060176,3741,active,NUTRIÇÃO,659598,0915N01,bachelor,classroom,3200,20,215
1060234,1427,active,ENGENHARIA CIVIL,1072305,0732E01,bachelor,classroom,3600,20,206
1068536,13674,active,AUTOMAÇÃO INDUSTRIAL,1042622,0714A01,technology,classroom,2580,0,76
1068546,13674,active,PAPEL E CELULOSE,1042622,0722P01,technology,classroom,2580,0,0
1068548,8,active,MEDICINA,1005394,0912M01,bachelor,classroom,8130,0,273
1068830,1773,active,ALIMENTOS,101642,0721A01,technology,classroom,2592,0,3
1068865,3869,active,DIREITO,659653,0421D01,bachelor,classroom,4200,20,533
1068884,13663,active,PEDAGOGIA,1093077,0113P01,license,classroom,3200,40,108
1068885,13663,active,ADMINISTRAÇÃO,1093077,0413A01,bachelor,classroom,3000,40,58
1068893,4097,active,GESTÃO AMBIENTAL,101239,0712G01,technology,classroom,1700,30,5
1068910,13666,active,DIREITO,1042514,0421D01,bachelor,classroom,4440,0,476
1068911,11584,active,TEATRO,1031860,0215T01,bachelor,classroom,2600,0,382
1068924,13684,active,ADMINISTRAÇÃO,1042678,0413A01,bachelor,classroom,3000,18,253
1068926,13684,active,ENGENHARIA ELÉTRICA,1042678,0713E05,bachelor,classroom,3900,18,179
1068927,13684,active,ENGENHARIA MECÂNICA,1042678,0715E02,bachelor,classroom,3900,18,326
1068941,4766,active,ADMINISTRAÇÃO,1076231,0413A01,bachelor,classroom,3672,16,240
1068964,2270,active,GESTÃO DA QUALIDADE,659064,0413G02,technology,classroom,1600,0,0
1069057,4766,active,DIREITO,1076231,0421D01,bachelor,classroom,4460,10,728
1069142,3936,active,ENGENHARIA DE PRODUÇÃO,102283,0725E02,bachelor,classroom,3900,18,137
1069149,4766,active,GESTÃO DA PRODUÇÃO INDUSTRIAL,1076231,0413G01,technology,classroom,2400,20,7
1069158,2971,active,ENFERMAGEM,1045555,0913E01,bachelor,classroom,4860,0,202
1069320,3869,active,ODONTOLOGIA,659653,0911O01,bachelor,classroom,4240,20,514
1069335,626,active,CIÊNCIAS CONTÁBEIS,657993,0411C01,bachelor,classroom,3550,20,111
1069336,626,active,PSICOLOGIA,657993,0313P01,bachelor,classroom,4200,20,295
1069344,2437,active,ENGENHARIA CIVIL,659144,0732E01,bachelor,classroom,3600,18,271
1069345,2437,active,ENGENHARIA DE PRODUÇÃO,659144,0725E02,bachelor,classroom,3600,18,105
1069346,2437,active,ENGENHARIA MECÂNICA,659144,0715E02,bachelor,classroom,3600,18,168
1069370,707,active,PEDAGOGIA,,0113P01,license,distance,3840,0,121
1069381,13631,active,ENFERMAGEM,1056511,0913E01,bachelor,classroom,4000,20,126
1069445,3688,active,MATEMÁTICA,659588,0114M01,license,classroom,2880,0,0
1069459,4652,active,ENGENHARIA DE PRODUÇÃO,659893,0725E02,bachelor,classroom,3900,18,172
1069464,3716,active,FARMÁCIA,1060075,0916F01,bachelor,classroom,4740,15,201
1069494,4594,active,DIREITO,659878,0421D01,bachelor,classroom,4240,0,513
1069509,994,active,ADMINISTRAÇÃO,1044186,0413A01,bachelor,classroom,3300,0,63
1069526,4656,active,ENGENHARIA MECÂNICA,659895,0715E02,bachelor,classroom,3900,18,220
1069560,4652,active,ENGENHARIA MECÂNICA,659893,0715E02,bachelor,classroom,3900,18,325
1069563,3936,active,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,102283,0714E05,bachelor,classroom,3900,18,70
1069630,3741,active,FARMÁCIA,659598,0916F01,bachelor,classroom,4000,20,490
1069635,4495,active,ENGENHARIA DE PRODUÇÃO,659855,0725E02,bachelor,classroom,3900,18,45
1069636,5668,active,ENGENHARIA MECÂNICA,660101,0715E02,bachelor,classroom,3900,18,204
1069637,4495,active,ENGENHARIA MECÂNICA,659855,0715E02,bachelor,classroom,3900,18,221
1069693,5668,active,ENGENHARIA DE PRODUÇÃO,660101,0725E02,bachelor,classroom,3900,18,120
1069733,1107,active,PSICOLOGIA,1870,0313P01,bachelor,classroom,4380,20,1738
1069852,3936,active,ENGENHARIA MECÂNICA,102283,0715E02,bachelor,classroom,3900,18,123
1069860,5668,active,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,660101,0714E05,bachelor,classroom,3900,18,47
1069863,4495,active,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,659855,0714E05,bachelor,classroom,3703,18,17
1069911,1396,active,ADMINISTRAÇÃO,,0413A01,bachelor,distance,3000,0,285
1069947,3778,active,ENFERMAGEM,106566,0913E01,bachelor,classroom,4000,20,50
1069949,3778,active,FISIOTERAPIA,106566,0915F01,bachelor,classroom,4000,20,1
1069951,2911,active,ENFERMAGEM,659345,0913E01,bachelor,classroom,4000,20,138
1069953,2911,active,SERVIÇO SOCIAL,659345,0923S01,bachelor,classroom,3000,20,35
1069954,3786,active,ENFERMAGEM,1058919,0913E01,bachelor,classroom,4000,20,221
1069955,3786,active,FISIOTERAPIA,1058919,0915F01,bachelor,classroom,4000,20,286
1069962,3776,active,ENFERMAGEM,106572,0913E01,bachelor,classroom,4000,20,79
1069963,3776,active,SERVIÇO SOCIAL,106572,0923S01,bachelor,classroom,3000,20,13
1069967,2420,active,ENFERMAGEM,106573,0913E01,bachelor,classroom,4000,20,449
1069977,2148,active,ENFERMAGEM,659008,0913E01,bachelor,classroom,4000,20,416
1069984,2174,active,ENFERMAGEM,659023,0913E01,bachelor,classroom,4000,20,131
1069986,1276,active,ENFERMAGEM,1058775,0913E01,bachelor,classroom,4000,20,162
1069987,2150,active,ENFERMAGEM,27691,0913E01,bachelor,classroom,4000,20,284
1069989,2245,active,ENFERMAGEM,659056,0913E01,bachelor,classroom,4000,20,160
1070084,4138,active,ENGENHARIA CIVIL,659772,0732E01,bachelor,classroom,3900,18,220
1070127,1830,active,GESTÃO DE RECURSOS HUMANOS,658794,0413G07,technology,classroom,1720,19,37
1070222,1660,active,ARQUITETURA E URBANISMO,658661,0731A02,bachelor,classroom,3808,20,157
1070317,13743,active,ADMINISTRAÇÃO,1043217,0413A01,bachelor,classroom,3000,18,344
1070318,13743,active,CIÊNCIAS CONTÁBEIS,1043217,0411C01,bachelor,classroom,3000,18,231
1070319,13743,active,ENGENHARIA DE PRODUÇÃO,1043217,0725E02,bachelor,classroom,3600,18,260
1070320,13743,active,ENGENHARIA AMBIENTAL E SANITÁRIA,1043217,0712E02,bachelor,classroom,3900,18,269
1070321,13743,active,ENGENHARIA MECÂNICA,1043217,0715E02,bachelor,classroom,3600,18,490
1070483,2150,active,SERVIÇO SOCIAL,659010,0923S01,bachelor,classroom,3000,20,37
1070485,2150,active,CIÊNCIA DA COMPUTAÇÃO,27691,0614C01,bachelor,classroom,3000,20,81
1070543,13752,active,GESTÃO DE RECURSOS HUMANOS,1085823,0413G07,technology,classroom,1800,0,26
1070572,221,active,MARKETING,,0414M01,technology,distance,1600,0,617
1070583,396,active,ARQUITETURA E URBANISMO,1056556,0731A02,bachelor,classroom,3600,20,310
1070591,396,active,GESTÃO DE RECURSOS HUMANOS,658333,0413G07,technology,classroom,1636,20,43
1070592,396,active,MARKETING,658333,0414M01,technology,classroom,1636,20,29
1070597,396,active,PROCESSOS GERENCIAIS,658333,0413G05,technology,classroom,1636,20,17
1070598,396,active,LOGÍSTICA,658333,0413L01,technology,classroom,1636,20,34
1070606,12247,active,ADMINISTRAÇÃO PÚBLICA,1043268,0413A01,bachelor,classroom,3017,0,72
1070620,3304,active,PSICOLOGIA,659444,0313P01,bachelor,classroom,4400,0,365
1070648,3615,active,PSICOLOGIA,1082268,0313P01,bachelor,classroom,4024,0,255
1070677,474,active,CIÊNCIAS BIOLÓGICAS,1041001,0114B01,license,classroom,3400,1,17
1070721,1854,active,SERVIÇO SOCIAL,658817,0923S01,bachelor,classroom,3040,20,1
1070725,1410,active,AUTOMAÇÃO INDUSTRIAL,658457,0714A01,technology,classroom,2400,20,25
1070727,1410,active,MANUTENÇÃO INDUSTRIAL,658457,0715M01,technology,classroom,2400,20,15
1070763,4742,active,CIÊNCIAS CONTÁBEIS,1050271,0411C01,bachelor,classroom,3060,0,216
1070777,1410,active,ENGENHARIA CIVIL,658457,0732E01,bachelor,classroom,3600,20,388
1070955,2122,active,GESTÃO PÚBLICA,100687,0413G12,technology,classroom,1708,0,0
1070995,2477,active,ENGENHARIA DE PRODUÇÃO,659170,0725E02,bachelor,classroom,4120,0,92
1071000,2477,active,ENGENHARIA AMBIENTAL E SANITÁRIA,659170,0712E02,bachelor,classroom,4140,0,21
1071054,2122,active,LOGÍSTICA,100687,0413L01,technology,classroom,1606,20,2
1071067,3443,active,COMÉRCIO EXTERIOR,1002327,0413C01,technology,classroom,1656,20,62
1071081,898,active,LOGÍSTICA,658154,0413L01,technology,classroom,1800,20,58
1071085,3881,active,FISIOTERAPIA,1048639,0915F01,bachelor,classroom,4160,0,225
1071091,5668,active,ENGENHARIA CIVIL,660101,0732E01,bachelor,classroom,3900,18,173
1071152,2593,active,FARMÁCIA,139691,0916F01,bachelor,classroom,4380,0,345
1071167,3649,active,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,143781,0615S02,technology,classroom,2240,20,128
1071173,3183,active,AUTOMAÇÃO INDUSTRIAL,145523,0714A01,technology,classroom,2685,0,44
1071264,5312,active,GESTÃO DE RECURSOS HUMANOS,703614,0413G07,technology,classroom,1693,20,167
1071309,4652,active,PSICOLOGIA,659893,0313P01,bachelor,classroom,4000,19,623
1071538,4096,active,REDES DE COMPUTADORES,1095897,0612R01,technology,classroom,2000,17,13
1071572,2365,active,ENGENHARIA CIVIL,659111,0732E01,bachelor,classroom,3600,0,373
1071573,2365,active,ENGENHARIA ELÉTRICA,659111,0713E05,bachelor,classroom,3600,0,222
1071696,3396,active,ADMINISTRAÇÃO,659478,0413A01,bachelor,classroom,3060,20,276
1071703,3396,active,FARMÁCIA,659478,0916F01,bachelor,classroom,4210,20,702
1071704,3396,active,CIÊNCIAS BIOLÓGICAS,659478,0511B01,bachelor,classroom,3260,20,42
1071705,3396,active,CIÊNCIAS BIOLÓGICAS,659478,0114B01,license,classroom,3200,20,75
1071708,3396,active,GESTÃO FINANCEIRA,659478,0412G01,technology,classroom,1600,20,109
1071817,15,active,PEDAGOGIA,,0113P01,license,distance,3240,0,96
1071938,5518,active,ENGENHARIA ELÉTRICA,143270,0713E05,bachelor,classroom,4680,20,147
1071939,5518,active,ENGENHARIA CIVIL,143270,0732E01,bachelor,classroom,4680,20,275
1071940,5518,active,CIÊNCIAS CONTÁBEIS,1072192,0411C01,bachelor,classroom,3118,20,167
1071985,4096,active,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,1095897,0612G01,technology,classroom,2120,17,39
1072001,5312,active,LOGÍSTICA,703614,0413L01,technology,classroom,1693,20,157
1072168,5670,active,ZOOTECNIA,106360,0811Z01,bachelor,classroom,4460,0,137
1072238,1965,active,ENFERMAGEM,658907,0913E01,bachelor,classroom,4010,20,383
1072244,4742,active,PEDAGOGIA,1050271,0113P01,license,classroom,3340,0,160
1072299,13783,active,ENFERMAGEM,1043416,0913E01,bachelor,classroom,4304,20,258
1072300,13783,active,RADIOLOGIA,1043416,0914R01,technology,classroom,3088,20,117
1072419,1563,active,RADIOLOGIA,658582,0914R01,technology,classroom,2860,12,132
1072422,4530,active,DESIGN DE INTERIORES,659862,0212D03,technology,classroom,3384,0.5,74
1072452,13643,active,TEOLOGIA,1042412,0221T01,bachelor,classroom,2940,0,42
1072460,473,active,LOGÍSTICA,139602,0413L01,technology,classroom,1920,3,49
1072461,1081,active,AUTOMAÇÃO INDUSTRIAL,139417,0714A01,technology,classroom,3080,2,1
1072619,4530,active,ENGENHARIA AMBIENTAL,659862,0712E02,bachelor,classroom,4200,0.28,62
1072620,13643,active,ADMINISTRAÇÃO,1042412,0413A01,bachelor,classroom,3000,0,0
1072824,1563,active,GESTÃO DE RECURSOS HUMANOS,,0413G07,technology,distance,1600,0,35
1072901,126,active,AUTOMAÇÃO INDUSTRIAL,131741,0714A01,technology,classroom,2600,0,51
1072989,1334,active,JOGOS DIGITAIS,145597,0613J01,technology,classroom,2200,0,124
1073126,3205,active,ENGENHARIA QUÍMICA,699379,0711E05,bachelor,classroom,3840,3,98
1073127,3205,active,ENGENHARIA AMBIENTAL,699379,0712E01,bachelor,classroom,3760,3,84
1073148,3805,active,DESIGN DE INTERIORES,659634,0212D03,technology,classroom,1760,7.22,136
1073240,1572,active,SERVIÇO SOCIAL,658589,0923S01,bachelor,classroom,3090,0,28
1073286,5439,active,REDES DE COMPUTADORES,25918,0612R01,technology,classroom,2140,5,2
1073312,4915,active,CIÊNCIAS BIOLÓGICAS,659967,0114B01,license,classroom,3660,20,196
1073313,4915,active,HISTÓRIA,659967,0114H01,license,classroom,3084,20,72
1073315,4915,active,PEDAGOGIA,659967,0113P01,license,classroom,3294,20,183
1073316,4915,active,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,659967,0615S02,technology,classroom,2002,20,139
1073435,5439,extinction,SISTEMAS DE TELECOMUNICAÇÕES,25918,0714S02,technology,classroom,2920,2,1
1073438,1382,active,MÚSICA,658439,0114M02,license,classroom,3200,20,39
1073520,1851,active,GESTÃO COMERCIAL,,0416G01,technology,distance,1600,0,105
1073535,1851,active,GESTÃO PÚBLICA,,0413G12,technology,distance,1600,0,59
1073542,13796,active,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,1069978,0615S02,technology,classroom,2000,20,31
1073623,1851,active,MARKETING,,0414M01,technology,distance,1600,0,117
1073693,13828,active,ADMINISTRAÇÃO,1043528,0413A01,bachelor,classroom,3000,40,51
1073694,13828,active,CIÊNCIAS CONTÁBEIS,1043528,0411C01,bachelor,classroom,3000,40,77
1073696,13828,active,LETRAS - PORTUGUÊS,1043528,0115L13,license,classroom,3200,40,30
1073698,13828,active,GESTÃO HOSPITALAR,1043528,0413G11,technology,classroom,2600,40,10
1073699,13828,active,PROCESSOS GERENCIAIS,1043528,0413G05,technology,classroom,1800,40,62
1073700,13828,active,GESTÃO DE RECURSOS HUMANOS,1043528,0413G07,technology,classroom,1800,40,61
1073744,1892,active,GESTÃO DA QUALIDADE,658850,0413G02,technology,classroom,1600,20,81
1073745,1892,active,GESTÃO DA PRODUÇÃO INDUSTRIAL,658850,0413G01,technology,classroom,2820,20,78
1073805,12661,active,GESTÃO FINANCEIRA,1042765,0412G01,technology,classroom,2000,20,62
1073855,13832,active,ADMINISTRAÇÃO,1043542,0413A01,bachelor,classroom,3380,8.52,165
1073856,13832,active,PEDAGOGIA,1043542,0113P01,license,classroom,3268,8.81,207
