program_code,HEI_code,active,program_name,campus_code,program_cine_code,degree_type,program_type,course_load,percent_dist,students_enrolled
1,1,active,DIREITO,105340,0421D01,bachelor,classroom,3700,0,447
2,1,active,CIÊNCIAS ECONÔMICAS,105340,0311E01,bachelor,classroom,3000,0,323
3,1,active,ENGENHARIA CIVIL,105340,0732E01,bachelor,classroom,3960,0,248
6,1,active,PEDAGOGIA,105340,0113P01,license,classroom,3545,10,331
7,1,active,SERVIÇO SOCIAL,105340,0923S01,bachelor,classroom,3204,0,274
8,1,active,CIÊNCIAS CONTÁBEIS,105340,0411C01,bachelor,classroom,3024,0,296
9,1,active,AGRONOMIA,105340,0811A04,bachelor,classroom,4778,0,382
10,1,active,ENGENHARIA FLORESTAL,105340,0821E01,bachelor,classroom,4364,0,363
12,1,active,MEDICINA,105340,0912M01,bachelor,classroom,8822,10,490
13,1,active,ADMINISTRAÇÃO,105340,0413A01,bachelor,classroom,3416,7.49,443
15,1,active,GEOLOGIA,105340,0532G02,bachelor,classroom,3776,0,162
16,1,active,ENGENHARIA ELÉTRICA,105340,0713E05,bachelor,classroom,3840,0,354
17,1,active,ENFERMAGEM,105340,0913E01,bachelor,classroom,4272,0,253
19,1,active,EDUCAÇÃO FÍSICA,105340,0114E03,license,classroom,3260,0,161
20,1,active,NUTRIÇÃO,105340,0915N01,bachelor,classroom,3998,0,279
21,1,active,CIÊNCIAS CONTÁBEIS,1005348,0411C01,bachelor,classroom,3056,0,325
23,1,active,PEDAGOGIA,1005348,0113P01,license,classroom,3240,0,167
24,1,active,GEOGRAFIA,1005348,0114G01,license,classroom,3200,0,123
25,1,active,HISTÓRIA,1005348,0114H01,license,classroom,2992,0,101
26,1,active,MATEMÁTICA,105340,0114M01,license,classroom,3328,0,171
27,1,active,FÍSICA,105340,0114F02,license,classroom,2850,0,217
29,1,active,CIÊNCIAS BIOLÓGICAS,105340,0114B01,license,classroom,3200,0,156
32,1,active,CIÊNCIAS BIOLÓGICAS,1005348,0114B01,license,classroom,2872,0,127
34,1,active,MATEMÁTICA,1005348,0114M01,license,classroom,3200,0,128
36,1,active,CIÊNCIA DA COMPUTAÇÃO,105340,0614C01,bachelor,classroom,3300,0,193
37,1,active,MEDICINA VETERINÁRIA,105340,0841M01,bachelor,classroom,4160,0,311
44,1,active,ARQUITETURA E URBANISMO,105340,0731A02,bachelor,classroom,3600,0,281
116,2,active,GEOLOGIA,4229,0532G02,bachelor,classroom,3960,0,271
119,2,active,ESTATÍSTICA,4229,0542E01,bachelor,classroom,3000,0,296
122,2,active,CIÊNCIAS ECONÔMICAS,4229,0311E01,bachelor,classroom,3000,0,470
126,2,active,SERVIÇO SOCIAL,4229,0923S01,bachelor,classroom,3000,0,326
127,2,active,CIÊNCIA DA COMPUTAÇÃO,4229,0614C01,bachelor,classroom,3210,0,360
128,2,active,RELAÇÕES INTERNACIONAIS,4229,0312R01,bachelor,classroom,2790,0,486
132,2,active,ARQUITETURA E URBANISMO,4229,0731A02,bachelor,classroom,3750,0,532
133,2,active,MÚSICA,4229,0114M02,license,classroom,2850,0,116
135,2,active,AGRONOMIA,4229,0811A04,bachelor,classroom,3960,0,697
136,2,active,ENGENHARIA CIVIL,4229,0732E01,bachelor,classroom,3930,0,414
137,2,active,ENGENHARIA ELÉTRICA,4229,0713E05,bachelor,classroom,3930,0,431
138,2,active,ENGENHARIA MECÂNICA,4229,0715E02,bachelor,classroom,3930,0,419
139,2,active,ENGENHARIA FLORESTAL,4229,0821E01,bachelor,classroom,3870,0,424
140,2,active,MEDICINA,4229,0912M01,bachelor,classroom,7200,0,568
141,2,active,ODONTOLOGIA,4229,0911O01,bachelor,classroom,4005,0,289
142,2,active,EDUCAÇÃO FÍSICA,4229,0114E03,license,classroom,2820,0,372
143,2,active,ENFERMAGEM,4229,0913E01,bachelor,classroom,4020,0,400
144,2,active,NUTRIÇÃO,4229,0915N01,bachelor,classroom,3510,0,312
145,2,active,ADMINISTRAÇÃO,4229,0413A01,bachelor,classroom,3000,0,1095
146,2,active,BIBLIOTECONOMIA,4229,0322B01,bachelor,classroom,2700,0,335
148,2,active,DIREITO,4229,0421D01,bachelor,classroom,3840,0,686
149,2,active,CIÊNCIAS CONTÁBEIS,4229,0411C01,bachelor,classroom,3000,0,589
150,2,active,PEDAGOGIA,4229,0113P01,license,classroom,3210,0,670
151,2,active,ARTES PLÁSTICAS,4229,0114A02,license,classroom,2800,0,124
156,2,active,CIÊNCIA POLÍTICA,4229,0312C01,bachelor,classroom,2670,0,444
157,2,active,ARQUIVOLOGIA,4229,0322A01,bachelor,classroom,2400,0,367
158,2,active,FÍSICA,4229,0114F02,license,classroom,3300,0,191
159,2,active,QUÍMICA,4229,0114Q01,license,classroom,3045,0,218
160,2,active,CIÊNCIAS BIOLÓGICAS,4229,0114B01,license,classroom,3060,0,389
161,2,active,MATEMÁTICA,4229,0114M01,license,classroom,2820,0,166
162,2,active,LETRAS - PORTUGUÊS,4229,0115L13,license,classroom,2800,0,391
163,2,active,PEDAGOGIA,4229,0113P01,license,classroom,3210,0,354
164,2,extinction,EDUCAÇÃO ARTÍSTICA,4229,0114A01,license,classroom,2800,0,0
165,2,active,DIREITO,4229,0421D01,bachelor,classroom,3840,0,675
166,2,active,LETRAS - ESPANHOL,4229,0115L02,license,classroom,2800,0,237
167,2,active,CIÊNCIAS CONTÁBEIS,4229,0411C01,bachelor,classroom,3000,0,553
294,3,active,ENGENHARIA CIVIL,1006435,0732E01,bachelor,classroom,4125,0,515
295,3,active,ENGENHARIA QUÍMICA,1006435,0711E05,bachelor,classroom,3990,0,237
297,3,active,MATEMÁTICA,1006435,0114M01,license,classroom,3045,0,423
299,3,active,QUÍMICA INDUSTRIAL,1006435,0531Q02,bachelor,classroom,3150,0,155
302,3,active,ENFERMAGEM,1451,0913E01,bachelor,classroom,4000,0,327
303,3,active,MEDICINA,1451,0912M01,bachelor,classroom,7455,0,637
304,3,active,ODONTOLOGIA,1451,0911O01,bachelor,classroom,4110,0,193
306,3,active,CIÊNCIAS CONTÁBEIS,1006435,0411C01,bachelor,classroom,3000,0,493
308,3,active,DIREITO,1006435,0421D01,bachelor,classroom,3780,0,562
310,3,active,GEOGRAFIA,1006435,0312G01,bachelor,classroom,3050,0,64
311,3,active,HISTÓRIA,1006435,0114H01,license,classroom,2865,0,464
315,3,active,PEDAGOGIA,1006435,0113P01,license,classroom,3255,0,459
317,3,active,CIÊNCIA DA COMPUTAÇÃO,1006435,0614C01,bachelor,classroom,3210,20,426
318,3,active,CIÊNCIAS SOCIAIS,1006435,0312C02,bachelor,classroom,2220,0,176
319,3,active,ENGENHARIA AGRONÔMICA,1006435,0811A04,bachelor,classroom,3990,0,263
321,3,active,MATEMÁTICA,1006435,0541M01,bachelor,classroom,2580,0,54
322,3,active,QUÍMICA,1006435,0531Q01,bachelor,classroom,2880,0,168
326,3,active,FILOSOFIA,1006435,0114F01,license,classroom,2850,0,165
327,3,active,CIÊNCIAS BIOLÓGICAS,1006435,0114B01,license,classroom,3255,0,359
328,3,active,GEOGRAFIA,1006435,0114G01,license,classroom,3035,0,330
376,4,active,DIREITO,1036292,0421D01,bachelor,classroom,3945,0,672
377,4,active,SERVIÇO SOCIAL,1036292,0923S01,bachelor,classroom,3165,0,416
378,4,active,CIÊNCIAS ECONÔMICAS,1036292,0311E01,bachelor,classroom,3020,0,560
379,4,active,MATEMÁTICA,1036292,0114M01,license,classroom,2280,0,478
380,4,active,FILOSOFIA,1036292,0114F01,license,classroom,3410,0,244
381,4,active,PEDAGOGIA,1036292,0113P01,license,classroom,3325,0,1218
382,4,active,QUÍMICA,1036292,0114Q01,license,classroom,2940,0,427
383,4,active,ENGENHARIA CIVIL,1036292,0732E01,bachelor,classroom,4050,0,305
385,4,active,ENGENHARIA FLORESTAL,1036292,0821E01,bachelor,classroom,4080,0,208
386,4,active,ENGENHARIA DE PESCA,1036292,0831E01,bachelor,classroom,3855,0,213
388,4,active,CIÊNCIAS CONTÁBEIS,1036292,0411C01,bachelor,classroom,3660,0,678
389,4,active,MEDICINA,1041324,0912M01,bachelor,classroom,8125,0,800
390,4,active,FARMÁCIA,1043390,0916F01,bachelor,classroom,4770,0,250
391,4,active,ODONTOLOGIA,1038994,0911O01,bachelor,classroom,4060,0,228
392,4,active,ADMINISTRAÇÃO,1036292,0413A01,bachelor,classroom,3060,0,1113
393,4,active,BIBLIOTECONOMIA,1036292,0322B01,bachelor,classroom,2745,0,250
394,4,active,CIÊNCIAS NATURAIS,1036292,0114C02,license,classroom,2915,0,337
395,4,active,COMUNICAÇÃO SOCIAL - JORNALISMO,1036292,0321J01,bachelor,classroom,2880,0,186
396,4,active,EDUCAÇÃO FÍSICA,1036292,0114E03,license,classroom,3140,0,493
397,4,active,FÍSICA,1036292,0114F02,license,classroom,3050,0,441
398,4,active,CIÊNCIAS BIOLÓGICAS,1036292,0114B01,license,classroom,3620,0,248
399,4,active,AGRONOMIA,1036292,0811A04,bachelor,classroom,4215,0,238
400,4,active,ESTATÍSTICA,1036292,0542E01,bachelor,classroom,3000,0,180
401,4,active,GEOLOGIA,1036292,0532G02,bachelor,classroom,4065,0,202
402,4,active,HISTÓRIA,1036292,0114H01,license,classroom,2865,0,600
403,4,active,GEOGRAFIA,1036292,0114G01,license,classroom,3080,0,398
407,4,active,CIÊNCIAS SOCIAIS,1036292,0312C02,bachelor,classroom,2400,0,221
484,5,active,MEDICINA,102559,0912M01,bachelor,classroom,9285,0,517
485,5,active,ODONTOLOGIA,102559,0911O01,bachelor,classroom,4410,0,263
486,5,active,ENFERMAGEM,102559,0913E01,bachelor,classroom,4155,0,306
487,5,active,EDUCAÇÃO FÍSICA,102559,0114E03,license,classroom,3195,0,437
488,5,active,NUTRIÇÃO,102559,0915N01,bachelor,classroom,3945,0,315
490,5,active,CIÊNCIAS CONTÁBEIS,102559,0411C01,bachelor,classroom,3150,0,395
491,5,active,DIREITO,102559,0421D01,bachelor,classroom,3725,0,500
492,5,active,CIÊNCIAS ECONÔMICAS,102559,0311E01,bachelor,classroom,3115,0,275
494,5,active,HISTÓRIA,102559,0114H01,license,classroom,2825,0,425
495,5,active,GEOGRAFIA,102559,0114G01,license,classroom,3200,0,374
496,5,active,FILOSOFIA,102559,0114F01,license,classroom,2800,0,120
497,5,active,SERVIÇO SOCIAL,102559,0923S01,bachelor,classroom,3225,0,131
498,5,active,CIÊNCIAS SOCIAIS,102559,0312C02,bachelor,classroom,3300,0,67
499,5,active,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,102559,0731E03,bachelor,classroom,4425,0,202
500,5,active,ADMINISTRAÇÃO,338,0413A01,bachelor,classroom,3000,0,175
501,5,active,CIÊNCIAS CONTÁBEIS,338,0411C01,bachelor,classroom,3150,0,347
502,5,active,CIÊNCIAS ECONÔMICAS,338,0311E01,bachelor,classroom,2910,0,168
504,5,active,MEDICINA VETERINÁRIA,102559,0841M01,bachelor,classroom,4500,0,379
508,5,active,ENGENHARIA AGRONÔMICA,102559,0811A04,bachelor,classroom,4215,0,325
512,5,active,ENGENHARIA CIVIL,102559,0732E01,bachelor,classroom,4005,0,373
513,5,active,CIÊNCIA DA COMPUTAÇÃO,102559,0614C01,bachelor,classroom,3120,0,268
516,5,active,FARMÁCIA,102559,0916F01,bachelor,classroom,5040,0,254
517,5,active,ARQUITETURA E URBANISMO,102559,0731A02,bachelor,classroom,4215,0,316
518,5,active,FÍSICA,102559,0533F01,bachelor,classroom,2820,0,113
519,5,active,QUÍMICA,102559,0531Q01,bachelor,classroom,3155,0,94
520,5,active,MATEMÁTICA,102559,0541M01,bachelor,classroom,2565,0,74
525,5,active,CIÊNCIAS BIOLÓGICAS,102559,0511B01,bachelor,classroom,3320,0,114
586,6,active,ENGENHARIA CIVIL,663,0732E01,bachelor,classroom,4105,0,373
587,6,active,ENGENHARIA DE MINAS,663,0724E01,bachelor,classroom,3970,0.74,373
588,6,active,ENGENHARIA GEOLÓGICA,663,0532G02,bachelor,classroom,4585,0,375
589,6,active,ENGENHARIA METALÚRGICA,663,0715E03,bachelor,classroom,3940,0,288
590,6,active,FARMÁCIA,663,0916F01,bachelor,classroom,4470,0,487
591,6,active,NUTRIÇÃO,663,0915N01,bachelor,classroom,3960,0,313
592,6,active,HISTÓRIA,665,0114H01,license,classroom,2820,0,312
593,6,extinction,LETRAS,665,0115L13,license,classroom,2900,0,273
594,6,active,CIÊNCIA DA COMPUTAÇÃO,663,0614C01,bachelor,classroom,3300,1.78,310
595,6,active,FILOSOFIA,1048708,0114F01,license,classroom,2800,2.14,69
596,6,active,DIREITO,663,0421D01,bachelor,classroom,3720,0,528
614,7,active,CIÊNCIA DA COMPUTAÇÃO,1006610,0614C01,bachelor,classroom,3240,0,291
615,7,active,ENGENHARIA CIVIL,1006610,0732E01,bachelor,classroom,4030,0,447
616,7,active,ENGENHARIA DE MATERIAIS,1006610,0722E01,bachelor,classroom,3990,0,454
619,7,active,ENGENHARIA QUÍMICA,1006610,0711E05,bachelor,classroom,3960,0,464
621,7,active,CIÊNCIAS BIOLÓGICAS,1006610,0114B01,license,classroom,3840,0,169
622,7,active,ESTATÍSTICA,1006610,0542E01,bachelor,classroom,3120,0,212
623,7,active,FÍSICA,1006610,0114F02,license,classroom,3240,0,40
624,7,active,MATEMÁTICA,1006610,0114M01,license,classroom,3230,0,37
626,7,active,ENFERMAGEM,1006610,0913E01,bachelor,classroom,4000,0,155
627,7,active,FISIOTERAPIA,1006610,0915F01,bachelor,classroom,4020,0,184
628,7,active,TERAPIA OCUPACIONAL,1006610,0915T01,bachelor,classroom,4300,0,197
630,7,active,CIÊNCIAS SOCIAIS,1006610,0312C02,bachelor,classroom,2700,0,358
631,7,active,ENGENHARIA DE COMPUTAÇÃO,1006610,0616E01,bachelor,classroom,3660,0,191
632,7,active,ENGENHARIA AGRONÔMICA,252,0811A04,bachelor,classroom,4170,0,280
634,7,active,BIBLIOTECONOMIA E CIÊNCIA DA INFORMAÇÃO,1006610,0322B01,bachelor,classroom,2880,0,188
635,7,active,EDUCAÇÃO FÍSICA,1006610,0114E03,license,classroom,3240,0,128
637,7,active,MATEMÁTICA,1006610,0114M01,license,classroom,3230,0,121
639,7,active,IMAGEM E SOM,1006610,0211C01,bachelor,classroom,2760,0,177
682,8,active,ENGENHARIA DE AGRIMENSURA E CARTOGRÁFICA,1005394,0731E03,bachelor,classroom,3675,0,170
683,8,active,ADMINISTRAÇÃO,1005394,0413A01,bachelor,classroom,3015,0,262
684,8,active,CIÊNCIAS BIOLÓGICAS,1005394,0114B01,license,classroom,3000,0,295
685,8,active,AGRONOMIA,1005394,0811A04,bachelor,classroom,3780,0,1115
686,8,active,CIÊNCIAS ECONÔMICAS,1005394,0311E01,bachelor,classroom,3000,0,222
687,8,active,EDUCAÇÃO FÍSICA,1005394,0114E03,license,classroom,3180,0,154
688,8,active,ECONOMIA DOMÉSTICA,1005394,1011E01,bachelor,classroom,2970,0,13
689,8,active,ENGENHARIA CIVIL,1005394,0732E01,bachelor,classroom,3645,0,311
691,8,active,ENGENHARIA DE ALIMENTOS,1005394,0721E01,bachelor,classroom,3720,0,304
692,8,active,ENGENHARIA FLORESTAL,1005394,0821E01,bachelor,classroom,4125,0,333
694,8,active,FÍSICA,1005394,0114F02,license,classroom,2800,0,72
695,8,active,MEDICINA VETERINÁRIA,1005394,0841M01,bachelor,classroom,4080,0,321
696,8,active,MATEMÁTICA,1005394,0114M01,license,classroom,2800,0,156
697,8,active,PEDAGOGIA,1005394,0113P01,license,classroom,3450,0,231
698,8,active,NUTRIÇÃO,1005394,0915N01,bachelor,classroom,3915,0,245
699,8,active,COOPERATIVISMO,1005394,0413G04,bachelor,classroom,3255,0,165
700,8,active,QUÍMICA,1005394,0114Q01,license,classroom,3035,0,139
701,8,active,ZOOTECNIA,1005394,0811Z01,bachelor,classroom,3800,0,366
703,8,active,CIÊNCIA DA COMPUTAÇÃO,1005394,0614C01,bachelor,classroom,3000,0,162
704,8,active,ARQUITETURA E URBANISMO,1005394,0731A02,bachelor,classroom,4140,0,222
705,8,active,DIREITO,1005394,0421D01,bachelor,classroom,3900,0,300
750,9,active,ARQUITETURA E URBANISMO,657675,0731A02,bachelor,classroom,4150,0,304
751,9,active,AGRONOMIA,657675,0811A04,bachelor,classroom,4320,20,413
754,9,active,EDUCAÇÃO FÍSICA,657675,0114E03,license,classroom,2850,0,196
755,9,active,BIBLIOTECONOMIA,657675,0322B01,bachelor,classroom,2610,20,119
758,9,active,MEDICINA,692668,0912M01,bachelor,classroom,9139,20,500
759,9,active,FISIOTERAPIA,692668,0915F01,bachelor,classroom,4060,0,250
760,9,active,ODONTOLOGIA,657675,0911O01,bachelor,classroom,4260,20,309
761,9,active,FARMÁCIA,692668,0916F01,bachelor,classroom,4593,0,289
762,9,active,SERVIÇO SOCIAL,657675,0923S01,bachelor,classroom,3000,0,282
763,9,active,ENFERMAGEM,692668,0913E01,bachelor,classroom,4152,20,227
764,9,active,DIREITO,657675,0421D01,bachelor,classroom,3780,0,1200
765,9,active,CIÊNCIAS ECONÔMICAS,657675,0311E01,bachelor,classroom,3000,20,459
766,9,active,ADMINISTRAÇÃO,657675,0413A01,bachelor,classroom,3000,20,638
767,9,active,CIÊNCIAS CONTÁBEIS,657675,0411C01,bachelor,classroom,3000,20,484
768,9,active,MATEMÁTICA,657675,0114M01,license,classroom,3200,0,150
769,9,active,QUÍMICA,657675,0531Q01,bachelor,classroom,3170,0,195
770,9,active,FÍSICA,657675,0114F02,license,classroom,3330,0,143
771,9,active,GEOGRAFIA,657675,0114G01,license,classroom,3270,0,176
772,9,active,CIÊNCIAS BIOLÓGICAS,657675,0114B01,license,classroom,3735,0,96
773,9,active,PSICOLOGIA,657675,0313P01,bachelor,classroom,4180,0,373
774,9,active,CIÊNCIAS SOCIAIS,657675,0114C03,license,classroom,3200,0,222
775,9,active,HISTÓRIA,657675,0114H01,license,classroom,3200,0,301
777,9,active,MEDICINA VETERINÁRIA,657675,0841M01,bachelor,classroom,4185,0,433
778,9,active,CIÊNCIA DA COMPUTAÇÃO,657675,0614C01,bachelor,classroom,3274,20,158
779,9,active,FILOSOFIA,657675,0114F01,license,classroom,3210,0,143
780,9,active,MÚSICA,657675,0114M02,license,classroom,3370,0,86
781,9,active,SECRETARIADO EXECUTIVO,657675,0415S01,bachelor,classroom,2540,0,124
849,10,active,FILOSOFIA,657676,0114F01,license,classroom,3200,0,57
850,10,active,PEDAGOGIA,657676,0113P01,license,classroom,3215,0,280
855,10,active,EDUCAÇÃO FÍSICA,657676,0114E03,license,classroom,3200,0,142
857,10,active,DIREITO,657676,0421D01,bachelor,classroom,3876,0,2432
859,10,active,SERVIÇO SOCIAL,657676,0923S01,bachelor,classroom,3006,0,96
860,10,active,MATEMÁTICA,657676,0114M01,license,classroom,3560,0,79
861,10,active,CIÊNCIAS BIOLÓGICAS,657676,0511B01,bachelor,classroom,3200,0,130
863,10,active,ENGENHARIA CIVIL,657676,0732E01,bachelor,classroom,3825,0,915
864,10,active,ARQUITETURA E URBANISMO,657676,0731A02,bachelor,classroom,3640,0,976
865,10,active,CIÊNCIA DA COMPUTAÇÃO,657676,0614C01,bachelor,classroom,3200,0,192
866,10,active,PSICOLOGIA,657676,0313P01,bachelor,classroom,4230,0,1057
867,10,active,ENFERMAGEM,657676,0913E01,bachelor,classroom,4000,0,192
868,10,active,MEDICINA,657676,0912M01,bachelor,classroom,7696,0,1201
869,10,active,ODONTOLOGIA,657676,0911O01,bachelor,classroom,4000,0,406
870,10,active,FISIOTERAPIA,657676,0915F01,bachelor,classroom,4000,0,195
872,10,active,ENGENHARIA DA COMPUTAÇÃO,657676,0714E04,bachelor,classroom,3825,0,215
877,10,extinction,ADMINISTRAÇÃO,251,0413A01,bachelor,classroom,3114,0,1
881,10,active,ENGENHARIA ELÉTRICA,657676,0713E05,bachelor,classroom,3885,0,113
882,10,extinction,CIÊNCIAS CONTÁBEIS,251,0411C01,bachelor,classroom,3120,0,0
884,10,active,ENGENHARIA MECÂNICA,657676,0715E02,bachelor,classroom,3705,0,435
885,10,active,ENGENHARIA QUÍMICA,657676,0711E05,bachelor,classroom,3630,0,356
886,10,extinction,AGRONOMIA,251,0811A04,bachelor,classroom,3747,0,3
888,10,extinction,MEDICINA VETERINÁRIA,251,0841M01,bachelor,classroom,4224,0,1
950,11,active,FILOSOFIA,657677,0114F01,license,classroom,3035,10,60
952,11,active,PSICOLOGIA,657677,0313P01,bachelor,classroom,4000,3,383
953,11,active,FONOAUDIOLOGIA,657677,0915F02,bachelor,classroom,3300,8.9,51
954,11,active,PEDAGOGIA,657677,0113P01,license,classroom,3205,20,170
955,11,active,HISTÓRIA,657677,0114H01,license,classroom,3035,10,269
957,11,active,SERVIÇO SOCIAL,657677,0923S01,bachelor,classroom,3000,0,68
958,11,active,CIÊNCIAS ECONÔMICAS,657677,0311E01,bachelor,classroom,3000,20,84
959,11,active,CIÊNCIAS CONTÁBEIS,657677,0411C01,bachelor,classroom,3000,4.2,151
960,11,active,ADMINISTRAÇÃO,657677,0413A01,bachelor,classroom,3000,2.5,678
963,11,active,DIREITO,657677,0421D01,bachelor,classroom,3700,0,3536
964,11,active,ENGENHARIA CIVIL,657677,0732E01,bachelor,classroom,4050,1.64,718
965,11,active,MATEMÁTICA,657677,0114M01,license,classroom,3035,5,68
966,11,active,FÍSICA,657677,0114F02,license,classroom,3035,5,53
968,11,active,CIÊNCIA DA COMPUTAÇÃO,657677,0614C01,bachelor,classroom,3230,4.2,363
970,11,active,ENGENHARIA QUÍMICA,657677,0711E05,bachelor,classroom,3600,1.55,110
971,11,active,QUÍMICA,657677,0114Q01,license,classroom,3005,5,73
972,11,active,CIÊNCIAS BIOLÓGICAS,657677,0114B01,license,classroom,3035,0.14,68
1026,12,active,MEDICINA,1056067,0912M01,bachelor,classroom,7945,0,415
1027,12,active,CIÊNCIAS ECONÔMICAS,1045632,0311E01,bachelor,classroom,3000,0,344
1028,12,active,ADMINISTRAÇÃO,1045632,0413A01,bachelor,classroom,3075,0,389
1029,12,active,OCEANOLOGIA,1045632,0532O01,bachelor,classroom,4425,0,201
1033,12,active,GEOGRAFIA,1045632,0312G01,bachelor,classroom,2735,0,104
1034,12,active,HISTÓRIA,1045632,0114H01,license,classroom,3110,0,122
1035,12,active,MATEMÁTICA,1045632,0114M01,license,classroom,3290,0,155
1036,12,active,LETRAS - LÍNGUA PORTUGUESA,1045632,0115L13,license,classroom,2900,0,165
1037,12,active,LETRAS - PORTUGUÊS E FRANCÊS,1045632,0115L14,license,classroom,3360,0,83
1038,12,active,ENGENHARIA CIVIL,1045632,0732E01,bachelor,classroom,4110,0,361
1039,12,active,ENGENHARIA MECÂNICA,1045632,0715E02,bachelor,classroom,4155,0,360
1040,12,active,ENGENHARIA QUÍMICA,1045632,0711E05,bachelor,classroom,4075,0,215
1041,12,active,CIÊNCIAS CONTÁBEIS,1045632,0411C01,bachelor,classroom,3000,0,359
1042,12,active,BIBLIOTECONOMIA,1045632,0322B01,bachelor,classroom,3096,0,144
1043,12,active,ENFERMAGEM,1056067,0913E01,bachelor,classroom,4110,0,300
1044,12,active,ARTES VISUAIS,1045632,0114A02,license,classroom,2910,0,109
1045,12,active,ENGENHARIA DE ALIMENTOS,1045632,0721E01,bachelor,classroom,4230,0,162
1046,12,active,LETRAS - PORTUGUÊS E INGLÊS,1045632,0115L15,license,classroom,3500,0,86
1051,12,active,ENGENHARIA DE COMPUTAÇÃO,1045632,0616E01,bachelor,classroom,3935,0,215
1052,12,active,LETRAS - PORTUGUÊS E ESPANHOL,1045632,0115L12,license,classroom,3500,0,162
1095,13,active,HISTÓRIA,1003692,0114H01,license,classroom,3400,20,164
1098,13,active,SERVIÇO SOCIAL,1003692,0923S01,bachelor,classroom,3180,17.16,67
1101,13,active,DIREITO,1003692,0421D01,bachelor,classroom,4040,20,1277
1103,13,active,CIÊNCIAS CONTÁBEIS,1003692,0411C01,bachelor,classroom,3160,13.92,402
1104,13,active,CIÊNCIAS ECONÔMICAS,1003692,0311E01,bachelor,classroom,3160,18.99,207
1105,13,active,HOTELARIA,603,1015H01,technology,classroom,2100,17.5,18
1107,13,active,MEDICINA,1003692,0912M01,bachelor,classroom,9090,2.71,655
1109,13,active,CIÊNCIAS BIOLÓGICAS,1003692,0114B01,license,classroom,3400,20,122
1110,13,active,CIÊNCIA DA COMPUTAÇÃO,1003692,0614C01,bachelor,classroom,3520,18.75,153
1112,13,active,MATEMÁTICA,1003692,0114M01,license,classroom,3400,20,46
1113,13,active,DIREITO,586,0421D01,bachelor,classroom,4040,11.88,266
1114,13,extinction,AUTOMAÇÃO INDUSTRIAL,1003692,0714A01,technology,classroom,2460,20,1
1121,13,active,CIÊNCIAS CONTÁBEIS,585,0411C01,bachelor,classroom,3000,13.92,169
1124,13,active,DIREITO,585,0421D01,bachelor,classroom,4040,11.88,554
1130,13,extinction,TURISMO,603,1015T01,bachelor,classroom,2520,20,0
1140,13,active,ARQUITETURA E URBANISMO,685576,0731A02,bachelor,classroom,3960,16.67,353
1222,14,active,HISTÓRIA,657678,0114H01,license,classroom,3200,20,206
1223,14,active,FILOSOFIA,657678,0114F01,license,classroom,2800,20,54
1224,14,active,CIÊNCIAS SOCIAIS,657678,0114C03,license,classroom,3205,20,14
1225,14,active,ENFERMAGEM,657678,0913E01,bachelor,classroom,4000,20,257
1227,14,active,NUTRIÇÃO,657678,0915N01,bachelor,classroom,3430,16,425
1230,14,active,DIREITO,657678,0421D01,bachelor,classroom,3915,20,1716
1232,14,active,CIÊNCIAS ECONÔMICAS,657678,0311E01,bachelor,classroom,3000,20,167
1233,14,active,CIÊNCIAS CONTÁBEIS,657678,0411C01,bachelor,classroom,3000,20,227
1237,14,active,ARQUITETURA E URBANISMO,657678,0731A02,bachelor,classroom,3830,6,971
1240,14,active,GEOLOGIA,657678,0532G02,bachelor,classroom,3600,11,140
1242,14,active,SERVIÇO SOCIAL,657678,0923S01,bachelor,classroom,3000,20,74
1253,14,active,EDUCAÇÃO FÍSICA,657678,0114E03,license,classroom,3230,20,279
1261,14,active,SISTEMAS DE INFORMAÇÃO,657678,0615S02,bachelor,classroom,3000,19,108
1312,15,active,ADMINISTRAÇÃO,657679,0413A01,bachelor,classroom,3052,20,126
1313,15,active,CIÊNCIAS CONTÁBEIS,657679,0411C01,bachelor,classroom,3052,20,85
1314,15,active,CIÊNCIAS ECONÔMICAS,657679,0311E01,bachelor,classroom,3000,20,64
1315,15,active,DIREITO,657679,0421D01,bachelor,classroom,4374,20,606
1318,15,active,ENGENHARIA ELÉTRICA,701496,0713E05,bachelor,classroom,4320,20,83
1319,15,active,ENGENHARIA MECÂNICA,701496,0715E02,bachelor,classroom,3735,20,279
1321,15,active,FILOSOFIA,657679,0114F01,license,classroom,3215,20,17
1322,15,active,FISIOTERAPIA,701496,0915F01,bachelor,classroom,4068,20,135
1325,15,active,LETRAS - LÍNGUA PORTUGUESA,657679,0115L13,license,classroom,3215,20,57
1326,15,active,PEDAGOGIA,657679,0113P01,license,classroom,3240,20,94
1327,15,active,PSICOLOGIA,701496,0313P01,bachelor,classroom,4050,20,280
1428,17,active,MATEMÁTICA,1005524,0114M01,license,classroom,3230,15,16
1429,17,active,QUÍMICA,1005524,0114Q01,license,classroom,3260,0,103
1430,17,active,CIÊNCIAS BIOLÓGICAS,790,0511B01,bachelor,classroom,3346,0,194
1431,17,active,CIÊNCIAS ECONÔMICAS,1005524,0311E01,bachelor,classroom,3270,0,331
1433,17,active,AGRONOMIA,1096620,0811A04,bachelor,classroom,4760,0,568
1435,17,active,PEDAGOGIA,1005524,0113P01,license,classroom,3530,0,316
1436,17,active,DIREITO,1005524,0421D01,bachelor,classroom,3875,0,1028
