HEI_code,students_total,students_bachelor,students_license,students_technology,students_base_cycle,students_certification,students_classroom,students_distance,dist_load,campi,census_year,HEI_name,administrative_structure,academic_status,maintainer_code,headquarters_region,headquarters_state,headquarters_city,institution_type,own_revenue,transferred_revenue,other_revenue,faculty_expenses,staff_expenses,social_contribution_expenses,cost_expenses,investment_expenses,research_expenses,other_expenses,teaching_bac_dist,teaching_bac_pres,teaching_post_dist,teaching_post_pres,service_external,service_management,research,research_w_funding,full_time_ex,full_time_nex,part_time,hourly_contract,doctor,master,specialist,bachelor,none,active,communitary,confessional,filantropic
1,20633,75,39,0,0,0,108,6,0.00599907407407407,7,2019,UNIVERSIDADE FEDERAL DE MATO GROSSO,federally_owned,university,1,5,51,5103403,2,8075408.31,919015573.44,0,273790616.9,108949048.75,105012445,122578958,9606414.13,2512494.15,304641004.82,0.0182203389830508,0.83728813559322,0,0.216525423728814,0.329237288135593,0.635169491525424,0.661864406779661,0.0224576271186441,0.740254237288136,0.216101694915254,0.0436440677966102,0,0.639406779661017,0.224152542372881,0.0559322033898305,0.0805084745762712,0,TRUE,FALSE,FALSE,FALSE
2,36292,90,44,0,15,0,140,9,0,5,2019,UNIVERSIDADE DE BRASÍLIA,federally_owned,university,2,5,53,5300108,2,42309485.04,63766319.01,53681013.45,843861323.93,0,287375615.81,210265895.61,23154904.42,10350582.3,473854910.33,0.0381341504937011,0.940415389853592,0,0.383724889342867,0.45658835546476,0.196799455226422,0.342526387470208,0,0.830779707184202,0.100442628532516,0.0687776642832823,0,0.86789240721825,0.114402451481103,0.0115764385427307,0.00612870275791624,0,TRUE,FALSE,FALSE,FALSE
3,24937,76,40,0,0,0,105,11,0.0152380952380952,7,2019,UNIVERSIDADE FEDERAL DE SERGIPE,federally_owned,university,3,2,28,2806701,2,2064512.28,883685087.41,59978137.27,284769411.85,153337375.6,108034657.17,149160413.67,8212361.64,1445146.3,320418588.31,0.0544554455445545,0.925192519251925,0,0.29042904290429,0.690869086908691,0.462596259625963,0.564906490649065,0,0.766776677667767,0.102860286028603,0.13036303630363,0,0.750825082508251,0.187018701870187,0.037953795379538,0.0242024202420242,0,TRUE,FALSE,FALSE,FALSE
4,28424,67,39,1,0,0,101,6,0,11,2019,UNIVERSIDADE FEDERAL DO AMAZONAS,federally_owned,university,4,1,13,1302603,1,5603181.06,1063314898.42,1721653.86,448206222.23,0,132201005.75,183971171.89,12676251.59,1312837.53,68453298.55,0.0189546237794371,0.98564043653073,0,0.162550258472142,0.145318782309018,0.14704192992533,0.125215393452039,0.0987937966685813,0.790924755887421,0.15393452039058,0.0551407237219989,0,0.628948879954049,0.23779437105112,0.0735209649626651,0.0597357840321654,0,TRUE,FALSE,FALSE,FALSE
5,28716,55,45,0,0,0,85,15,0,6,2019,UNIVERSIDADE FEDERAL DO PIAUÍ,federally_owned,university,14054,2,22,2211001,2,8060281.08,836910957.14,10979492.81,683438319,0,0,163112358.43,7835737,1339772.3,0,0.0561017929438982,0.989010989010989,0.246963562753036,0.246963562753036,0.280508964719491,0.307113938692886,0.381145170618855,0.263736263736264,0.758241758241758,0.174667437825333,0.0670908039329092,0,0.644881434355119,0.266628108733372,0.0867553499132447,0.00173510699826489,0,TRUE,FALSE,FALSE,FALSE
6,12185,39,16,0,0,0,51,4,0.00417843137254902,6,2019,UNIVERSIDADE FEDERAL DE OURO PRETO,federally_owned,university,6,3,31,3146107,2,5905654.74,499218511.41,30461740.62,169161732.76,58998771.15,40920865.82,49075498.59,73345.77,828200,216527492.7,0.0390428211586902,0.963476070528967,0,0.386649874055416,0.322418136020151,0.278337531486146,0.431989924433249,0.167506297229219,0.92191435768262,0.0680100755667506,0.0100755667506297,0,0.866498740554156,0.114609571788413,0.0163727959697733,0.00251889168765743,0,TRUE,FALSE,FALSE,FALSE
7,13176,47,25,1,3,0,71,5,0,5,2019,UNIVERSIDADE FEDERAL DE SÃO CARLOS,federally_owned,university,1302,3,35,3548906,2,4209311.55,10426023.25,764191884.59,209736728.4,139824485.6,95183980.79,63390469.11,13498425.66,755841.18,132298694.12,0.0341818181818182,0.941090909090909,0,0.639272727272727,0.629090909090909,0.0407272727272727,0.936,0,0.885090909090909,0.0610909090909091,0.0538181818181818,0,0.946909090909091,0.0465454545454545,0.00436363636363636,0.00218181818181818,0,TRUE,FALSE,FALSE,FALSE
8,13832,53,21,1,9,0,84,0,0,3,2019,UNIVERSIDADE FEDERAL DE VIÇOSA,federally_owned,university,15588,3,31,3171303,1,9643515.2,978861159.91,1530406.07,368205404.08,0,120746904.93,148585438.24,27385128.13,1040393.42,5015107.33,0,0.911610486891386,0,0,0.734831460674157,0.531086142322097,0.759550561797753,0,0.871910112359551,0.110861423220974,0.0172284644194757,0,0.813483146067416,0.123595505617978,0.0164794007490637,0.0464419475655431,0,TRUE,FALSE,FALSE,FALSE
9,13081,39,17,0,2,0,57,1,0.0491228070175439,3,2019,UNIVERSIDADE ESTADUAL DE LONDRINA,state_owned,university,37,4,41,4113700,2,18454376,791688915,60524877,250841862,314295330,130855305,139665661,7447206,4959880,0,0.00558971492453885,0.895472330911124,0,0.249301285634433,0.581889323644494,0.219675796534377,0.664617104527669,0.0100614868641699,0.563443264393516,0.184460592509782,0.242034656232532,0.0100614868641699,0.748462828395752,0.197316936836221,0.0480715483510341,0.00614868641699273,0,TRUE,FALSE,FALSE,FALSE
10,21343,82,16,17,0,0,100,15,0,7,2019,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,private_nonprofit,university,10,4,41,4106902,2,652351476.02,3361504.37,6311982.36,185080757.83,52202265.03,108865152.26,103892593.3,204568458.05,7415736.28,0,0.024822695035461,0.932624113475177,0,0.000709219858156028,0.00921985815602837,0.0943262411347518,0.371631205673759,0.343262411347518,0,0.326950354609929,0.509219858156028,0.163829787234043,0.502836879432624,0.436170212765957,0.0588652482269504,0.00212765957446809,0,TRUE,TRUE,TRUE,FALSE
11,9863,22,9,2,0,0,33,0,0.0566454545454546,1,2019,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,private_nonprofit,university,11,2,26,2611606,2,156854682,0,50456955,74852160,32069790,42261883,45473330,17408235,635600,3185575,0,0.959016393442623,0,0.184426229508197,0.284836065573771,0.290983606557377,0.42827868852459,0.0204918032786885,0,0.358606557377049,0.284836065573771,0.35655737704918,0.493852459016394,0.424180327868852,0.0819672131147541,0,0,TRUE,TRUE,TRUE,FALSE
12,9322,40,18,6,0,0,61,3,0,7,2019,UNIVERSIDADE FEDERAL DO RIO GRANDE,federally_owned,university,15596,4,43,4315602,1,3920562.43,593579460.73,467815.82,208003251.74,124801951.04,83201300.69,73641539.77,7429329.42,8182393.31,0,0.0346585117227319,0.919469928644241,0,0.387359836901121,0.649337410805301,0.0621814475025484,0.577981651376147,0.0275229357798165,0.802242609582059,0.17533129459735,0.0224260958205912,0,0.762487257900102,0.18756371049949,0.0346585117227319,0.0152905198776758,0,TRUE,FALSE,FALSE,FALSE
13,18483,91,26,40,0,6,145,18,0.179640689655172,10,2019,UNIVERSIDADE DE CAXIAS DO SUL,private_nonprofit,university,13,4,43,4305108,2,317830674.88,0,23340784.81,116640929.45,40981947.99,38592335.59,126240140.93,13363049.17,4143807.32,0,0.181200453001133,0.983012457531144,0,0.212910532276331,0.600226500566251,0.253680634201586,0.225368063420159,0.0260475651189128,0,0.352208380520951,0.319365798414496,0.328425821064553,0.397508493771234,0.482446206115515,0.12004530011325,0,0,TRUE,TRUE,FALSE,FALSE
14,20161,69,15,30,0,0,95,19,0.126631578947368,3,2019,UNIVERSIDADE DO VALE DO RIO DOS SINOS,private_nonprofit,university,14,4,43,4318705,2,412720706,48648435,69215817,132009348,36078384,45598881,102854805,8555525,14070742,32473758,0.0921757770632369,0.960342979635584,0,0.335476956055734,0.403001071811361,0.753483386923901,0.344051446945338,0.0986066452304394,0,0.335476956055734,0.558413719185423,0.106109324758842,0.604501607717042,0.368703108252948,0.0267952840300107,0,0,TRUE,TRUE,TRUE,FALSE
15,3419,23,7,5,0,0,32,3,0.2,3,2019,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,private_nonprofit,university,15046,3,33,3303906,1,46198503.13,0,834060.58,23197965.58,7367032.7,3468683.37,6647854.85,396918.57,0,2575759.6,0.253968253968254,1,0,0.227513227513228,0.465608465608466,0.227513227513228,0.455026455026455,0,0,0.343915343915344,0.544973544973545,0.111111111111111,0.402116402116402,0.566137566137566,0.0317460317460317,0,0,TRUE,TRUE,TRUE,FALSE
17,22472,68,29,0,11,0,104,4,0.00499134615384616,8,2019,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,federally_owned,university,9140,3,31,3170206,2,8014066.92,829371252.66,6909390.03,325488978.46,116440189.4,207078746.92,184543585.61,10743209.22,0,0,0.0252016129032258,0.983366935483871,0,0.358870967741936,0.450604838709677,0.566028225806452,0.767137096774194,0.104334677419355,0.848286290322581,0.138608870967742,0.0131048387096774,0,0.855846774193548,0.112903225806452,0.0171370967741935,0.0141129032258065,0,TRUE,FALSE,FALSE,FALSE
18,3505,23,5,13,0,0,25,16,0.156,2,2019,UNIVERSIDADE CATÓLICA DE PELOTAS,private_nonprofit,university,18,4,43,4314407,2,113995940.85,0,5009556.06,29760939.73,10314831.92,6707597.48,249635.84,3410787.98,3085671.97,61818974.51,0.122516556291391,0.97682119205298,0,0.132450331125828,0.129139072847682,0.149006622516556,0.129139072847682,0.0463576158940397,0,0.334437086092715,0.536423841059603,0.129139072847682,0.317880794701987,0.357615894039735,0.324503311258278,0,0,TRUE,TRUE,TRUE,FALSE
19,14190,48,10,4,0,0,62,0,0,2,2019,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,private_nonprofit,university,19,3,35,3509502,2,302672689.42,5600493.65,56104124.02,94571612.58,50702652.07,65153639.83,56078866.55,25510000,9919130.66,8224226.54,0,0.985824742268041,0,0.123711340206186,0.0438144329896907,0.243556701030928,0.161082474226804,0.0167525773195876,0,0.335051546391753,0.192010309278351,0.472938144329897,0.545103092783505,0.315721649484536,0.139175257731959,0,0,TRUE,TRUE,TRUE,FALSE
20,12191,53,22,14,0,0,89,0,0.0158280898876404,7,2019,UNIVERSIDADE DE PASSO FUNDO,private_nonprofit,university,20,4,43,4314100,1,290319968.74,1900218.71,22579106.91,148842717.26,53465483.62,14209362.64,102567282.16,6077092.99,3587287.34,19933426.34,0,0.9875,0,0.20375,0.3,0.53625,0.22,0.0225,0,0.31875,0.39625,0.285,0.37375,0.4675,0.15875,0,0,TRUE,TRUE,FALSE,FALSE
21,15738,40,12,5,0,0,57,0,0.0614035087719298,1,2019,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,private_nonprofit,university,21,4,43,4314902,2,613746222,0,88647674,122683734,87602977,113001397,167115574,24764532,24900847,133376746,0,0.971671388101983,0,0.307837582625118,0.225684608120869,0.235127478753541,0.338999055712937,0.0151085930122757,0.106704438149197,0.269121813031161,0.411709159584514,0.212464589235127,0.698772426817753,0.274787535410765,0.0245514636449481,0.00188857412653447,0,TRUE,TRUE,TRUE,FALSE
22,30084,31,11,11,0,0,40,13,0,4,2019,UNIVERSIDADE PRESBITERIANA MACKENZIE,private_nonprofit,university,22,3,35,3550308,1,663105246.61,0,78367738.57,131193055.6,106761962.71,113083327.62,0,46889524.63,133533289.9,239468700.7,0.312338222605695,0.995685936151855,0,0.138912855910267,0.773943054357205,0.165660051768766,0.773943054357205,0,0,0.47886108714409,0.295081967213115,0.226056945642796,0.659188955996549,0.3244176013805,0.0155306298533218,0.000862812769628991,0,TRUE,TRUE,TRUE,FALSE
23,11914,36,13,28,1,0,61,17,0.169939344262295,4,2019,UNIVERSIDADE FEEVALE,private_nonprofit,university,23,4,43,4313409,2,241532175.33,3701561.41,37232233.07,51057513.14,32486731.69,31617509.32,67765696.96,12998196.4,9714866.09,73212964.93,0.114228456913828,0.991983967935872,0,0.170340681362725,0.238476953907816,0.332665330661323,0.25250501002004,0,0,0.318637274549098,0.645290581162325,0.0360721442885772,0.418837675350701,0.559118236472946,0.0220440881763527,0,0,TRUE,TRUE,FALSE,FALSE
24,5915,22,17,0,0,0,35,4,0,2,2019,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,state_owned,university,24,2,29,2913606,2,3097039.3,6586961.92,216911517.72,133087503.44,14341015.14,28313146.52,31305565.83,2462121.11,9565958.46,0,0.0828729281767956,1,0,0.285911602209945,0.718232044198895,0.100828729281768,0.0400552486187845,0.0400552486187845,0.727900552486188,0.25,0.0220994475138122,0,0.69060773480663,0.233425414364641,0.0621546961325967,0.0138121546961326,0,TRUE,FALSE,FALSE,FALSE
26,277,1,0,0,0,0,1,0,0,1,2019,ESCOLA NACIONAL DE CIÊNCIAS ESTATÍSTICAS,federally_owned,faculty,26,3,33,3304557,1,6155695.76,2972774911.54,1448748.56,1,710701682.82,183094392.52,358289216.02,180794951.23,0,0,0,0.883720930232558,0,0.418604651162791,0.0697674418604651,0.372093023255814,0.604651162790698,0.0930232558139535,0,0.790697674418605,0.116279069767442,0.0930232558139535,0.906976744186047,0.0930232558139535,0,0,0,TRUE,FALSE,FALSE,FALSE
27,2827,22,6,5,0,0,25,8,0.120012,6,2019,UNIVERSIDADE VALE DO RIO VERDE,private_nonprofit,university,27,3,31,3169307,1,54181168.22,0,2707320.07,14637820.47,10985360.7,2100722.71,25054521.33,611237.98,20500,6859151.51,0.206896551724138,0.883620689655172,0,0.0905172413793103,0.724137931034483,0.155172413793103,0.21551724137931,0,0,0.331896551724138,0.422413793103448,0.245689655172414,0.219827586206897,0.525862068965517,0.254310344827586,0,0,TRUE,FALSE,FALSE,FALSE
29,20896,21,62,0,0,0,71,12,0,9,2019,UNIVERSIDADE ESTADUAL DO CEARÁ,state_owned,university,29,2,23,2304400,2,8987340.19,277632484.44,0,135027057.3,40269438.14,61588552.45,46830554.39,1525478.82,3543731.27,296886.28,0.0717863105175292,0.914023372287145,0,0.175292153589316,0.221202003338898,0.462437395659432,0.3330550918197,0.010016694490818,0.473288814691152,0.463272120200334,0.0634390651085142,0,0.558430717863105,0.348914858096828,0.0609348914858097,0.0317195325542571,0,TRUE,FALSE,FALSE,FALSE
30,8055,31,1,0,0,0,32,0,0,8,2019,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,private_nonprofit,university,30,3,31,3101607,1,234352710.09,480381.84,64618750.61,46965853.96,48382154.92,62485639.07,68050918.32,8663903.03,452600,45866153.1,0,1,0,0.108262108262108,0.547008547008547,0.00284900284900285,0.165242165242165,0.00284900284900285,0,0.578347578347578,0.396011396011396,0.0256410256410256,0.495726495726496,0.464387464387464,0.0398860398860399,0,0,TRUE,FALSE,FALSE,FALSE
32,1982,5,2,8,0,0,12,3,0,2,2019,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,state_owned,university,32,2,27,2704302,1,1328430,239130491.06,710837.47,1239813.86,941396.5,268490.08,75778366.5,4264517.79,0,148817038.67,0.0579150579150579,0.934362934362934,0.0308880308880309,0.115830115830116,0.347490347490348,0.455598455598456,0.532818532818533,0.0965250965250965,0.00386100386100386,0.343629343629344,0.583011583011583,0.0694980694980695,0.378378378378378,0.424710424710425,0.196911196911197,0,0,TRUE,FALSE,FALSE,FALSE
33,2364,0,0,9,0,0,9,0,0,1,2019,FACULDADE DE TECNOLOGIA DE SOROCABA,state_owned,faculty,33,3,35,3552205,1,0,629874491.31,0,371346187.75,44344294.37,139489504.15,57049463.96,17645041.08,0,0,0,1,0,0,0,0.109243697478992,0.815126050420168,0,0.126050420168067,0.420168067226891,0.352941176470588,0.100840336134454,0.302521008403361,0.420168067226891,0.260504201680672,0.0168067226890756,0,TRUE,FALSE,FALSE,FALSE
34,11095,0,0,16,0,0,14,2,0,2,2019,FACULDADE DE TECNOLOGIA DE SÃO PAULO,state_owned,faculty,33,3,35,3550308,1,0,629874491.31,0,371346187.75,44344294.37,139489504.15,57049463.96,17645041.08,0,0,0.579216354344123,0.434412265758092,0,0.0153321976149915,0,0.0238500851788756,0.0153321976149915,0,0.0511073253833049,0.17206132879046,0.34412265758092,0.432708688245315,0.282793867120954,0.470187393526406,0.216354344122658,0.030664395229983,0,TRUE,FALSE,FALSE,FALSE
35,2408,0,0,7,0,0,7,0,0,1,2019,FACULDADE DE TECNOLOGIA DE AMERICANA,state_owned,faculty,33,3,35,3501608,1,0,629874491.31,0,371346187.75,44344294.37,139489504.15,57049463.96,17645041.08,0,0,0,0.992307692307692,0,0,0.0692307692307692,0.138461538461538,0.0615384615384615,0,0.0615384615384615,0.261538461538462,0.369230769230769,0.307692307692308,0.246153846153846,0.538461538461538,0.192307692307692,0.0230769230769231,0,TRUE,FALSE,FALSE,FALSE
36,1739,0,0,5,0,0,5,0,0,1,2019,FACULDADE DE TECNOLOGIA RUBENS LARA,state_owned,faculty,33,3,35,3548500,1,0,629874491.31,0,371346187.75,44344294.37,139489504.15,57049463.96,17645041.08,0,0,0,0.985915492957746,0,0,0,0.140845070422535,0,0,0,0.0985915492957746,0.633802816901409,0.267605633802817,0.309859154929577,0.549295774647887,0.126760563380282,0.0140845070422535,0,TRUE,FALSE,FALSE,FALSE
37,1291,0,0,7,0,0,7,0,0,1,2019,FACULDADE DE TECNOLOGIA DE JAHU,state_owned,faculty,33,3,35,3525300,1,0,629874491.31,0,371346187.75,44344294.37,139489504.15,57049463.96,17645041.08,0,0,0,1,0,0,0,0.123456790123457,0.17283950617284,0,0.197530864197531,0.0864197530864198,0.444444444444444,0.271604938271605,0.271604938271605,0.518518518518519,0.17283950617284,0.037037037037037,0,TRUE,FALSE,FALSE,FALSE
38,14104,32,88,9,0,0,124,5,0,21,2019,UNIVERSIDADE DO ESTADO DO PARÁ,state_owned,university,34,1,15,1501402,2,2455415.86,307845325.12,5949605.74,160777410.13,63484482.76,41472561.8,59594324.74,5818707.7,340327.29,0,0.0357142857142857,0.997252747252747,0,0.054945054945055,0.0375457875457875,0.0796703296703297,0.097985347985348,0.032967032967033,0.206959706959707,0.724358974358974,0.0375457875457875,0.0311355311355311,0.385531135531136,0.377289377289377,0.233516483516484,0.00366300366300366,0,TRUE,FALSE,FALSE,FALSE
40,21159,51,80,0,0,0,119,12,0,28,2019,UNIVERSIDADE DO ESTADO DA BAHIA,state_owned,university,36,2,29,2927408,2,10003366.65,2965018.01,528373463,291662534.74,55645597.34,65450280.78,114328882.43,9793350.58,2708466.42,1752735.37,0.0466708151835719,0.975108898568762,0,0.128811449906658,0.561916614810205,0,0.212196639701307,0,0.437461107654014,0.486621032980709,0.0759178593652769,0,0.494088363410081,0.505911636589919,0,0,0,TRUE,FALSE,FALSE,FALSE
43,12418,43,13,1,0,0,53,4,0.00490566037735849,14,2019,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,state_owned,university,39,4,42,4205407,2,6496410.26,465431626.69,273597.48,178889250.4,76666822.3,66794143.01,76137462.06,90074248.97,3122657.55,0,0.0571428571428571,0.935294117647059,0.00252100840336135,0.278151260504202,0.27563025210084,0.359663865546219,0.434453781512605,0.119327731092437,0.595798319327731,0.0823529411764706,0.23109243697479,0.0907563025210084,0.66890756302521,0.305882352941177,0.0210084033613445,0.00420168067226891,0,TRUE,FALSE,FALSE,FALSE
47,21992,60,85,28,0,0,165,8,0.0933333333333333,43,2019,UNIVERSIDADE ESTADUAL DE GOIÁS,state_owned,university,42,5,52,5201108,2,23369116.64,335074129.2,798107.34,174954635.3,61852435.31,52595328.32,35821102.32,1023332.32,1533811.15,0,0.00850546780072904,0.956257594167679,0,0.0929526123936816,0.463547995139733,0.780072904009721,0.402187120291616,0,0.207776427703524,0.300729040097205,0.491494532199271,0,0.289793438639125,0.339611178614824,0.353584447144593,0.0170109356014581,0,TRUE,FALSE,FALSE,FALSE
54,18635,58,24,4,1,1,88,0,0,23,2019,UNIVERSIDADE ESTADUAL DE CAMPINAS,state_owned,university,12575,3,35,3509502,2,0,1348627662.07,1638131.12,760529406,334196505,144913808,94823822.19,10315940,5486312,0,0,0.946047008547009,0,0.995726495726496,0.853632478632479,0.27457264957265,0.874465811965812,0,0.912393162393162,0.00480769230769231,0.0827991452991453,0,0.976495726495726,0.0112179487179487,0.00320512820512821,0.00694444444444444,0.00213675213675214,TRUE,FALSE,FALSE,FALSE
55,65156,236,34,0,26,0,295,1,0,49,2019,UNIVERSIDADE DE SÃO PAULO,state_owned,university,15715,3,35,3550308,2,136983162.32,5414655420.31,106505117.54,1078251962.11,1317863509.25,1803295782.45,1127867698.54,51340839.91,2360843.82,106864494.18,0.000848896434634975,0.923599320882852,0,0.602546689303905,0.342275042444822,0.245500848896435,0.932427843803056,0.363497453310696,0.838539898132428,0.100169779286927,0.0612903225806452,0,0.98981324278438,0.0100169779286927,0.000169779286926995,0,0,TRUE,FALSE,FALSE,FALSE
56,38329,125,58,0,32,0,214,1,0.00667757009345795,29,2019,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,state_owned,university,17109,3,35,3550308,2,327949951.18,2504631591.48,16326375.13,1363626030.1,633884220.42,343568520.35,283248759.12,24224781.48,181414051.87,18941554.45,0.00393184796854522,0.937745740498034,0.000982961992136304,0.636959370904325,0.951179554390564,0.926933158584535,0.978374836173001,0.053735255570118,0.958060288335518,0.000327653997378768,0.0416120576671035,0,0.989515072083879,0.00851900393184797,0.000982961992136304,0.000982961992136304,0,TRUE,FALSE,FALSE,FALSE
57,18057,55,29,4,0,0,82,6,0.00317073170731707,8,2019,UNIVERSIDADE ESTADUAL DE MARINGÁ,state_owned,university,37,4,41,4115200,2,43694178.81,507415359.12,2204838.01,228178013.84,152118675.9,92844723.57,53922201.93,13498365.04,10279936.23,5399018.85,0.0603658536585366,0.892682926829268,0,0.308536585365854,0.432926829268293,0.185365853658537,0.710365853658537,0.0707317073170732,0.712195121951219,0.256707317073171,0.0310975609756098,0,0.770731707317073,0.196951219512195,0.0231707317073171,0.00914634146341463,0,TRUE,FALSE,FALSE,FALSE
58,2343,1,0,0,0,0,1,0,0,1,2019,FACULDADE DE DIREITO DE SÃO BERNARDO DO CAMPO,municipally_owned,faculty,17532,3,35,3548708,2,37625362.51,0,0,10156998.16,8954615.64,4465589.6,5948501.91,51133.7,0,228375.7,0,1,0,0,0,0,0,0,0,0,0,1,0.724137931034483,0.224137931034483,0.0517241379310345,0,0,TRUE,FALSE,FALSE,FALSE
59,1434,1,0,0,0,0,1,0,0,1,2019,FACULDADE DE DIREITO DE FRANCA,municipally_owned,faculty,49,3,35,3516200,2,17444497.58,46934,45501.54,5452707.35,2647539.78,2234730.41,4496358.7,2310232.7,0,0,0,1,0,0,0.0645161290322581,0.419354838709677,0.193548387096774,0.129032258064516,0,0.451612903225806,0.483870967741936,0.0645161290322581,0.354838709677419,0.612903225806452,0.032258064516129,0,0,TRUE,FALSE,FALSE,FALSE
60,1804,12,4,0,0,0,16,0,0,3,2019,CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA,special,university_center,2234,3,35,3516200,2,44380018.88,0,0,17543944.91,2149654.89,6300070.04,8969586.05,3014312.55,972130.76,0,0,0.973684210526316,0,0.0947368421052632,0.989473684210526,0.468421052631579,0.973684210526316,0.0315789473684211,0.0631578947368421,0.194736842105263,0.294736842105263,0.447368421052632,0.310526315789474,0.410526315789474,0.278947368421053,0,0,TRUE,FALSE,FALSE,FALSE
67,1610,8,0,1,0,0,9,0,0,1,2019,ESCOLA DE ENGENHARIA DE PIRACICABA,municipally_owned,faculty,52,3,35,3538709,1,22340170.15,0,2071977.92,10162141.11,6834138.28,4487766.12,6688451.64,266481.3,0,0,0,1,0,0,0,0.108695652173913,0.391304347826087,0,0,0.0217391304347826,0.0217391304347826,0.956521739130435,0.423913043478261,0.489130434782609,0.0869565217391304,0,0,TRUE,FALSE,FALSE,FALSE
68,872,7,1,0,0,0,8,0,0,1,2019,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS,municipally_owned,faculty,53,3,35,3537305,1,15566597.4,0,1543786.9,4242880.57,2096886.79,2957024.52,6410048.26,0,0,1197958.66,0,1,0,0,0,0,0,0,0.0190476190476191,0.133333333333333,0.180952380952381,0.666666666666667,0.40952380952381,0.447619047619048,0.142857142857143,0,0,TRUE,FALSE,FALSE,FALSE
71,8973,34,39,0,0,0,72,1,0,18,2019,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,state_owned,university,55,2,24,2408003,2,3728000,211112447.91,513000,116722364.47,33525515.77,45838375.26,37576292.79,739430.35,1510546.8,117901.43,0.0237837837837838,0.998918918918919,0,0.198918918918919,0.419459459459459,0.0162162162162162,0.352432432432432,0,0.596756756756757,0.298378378378378,0.104864864864865,0,0.431351351351351,0.415135135135135,0.122162162162162,0.0313513513513514,0,TRUE,FALSE,FALSE,FALSE
72,603,0,6,0,0,0,6,0,0,1,2019,FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL,special,faculty,56,2,26,2610004,2,1601215.85,675359.15,141420.33,1068624.63,622164.1,343899.59,9765.25,5476.11,0,445994.96,0,1,0,0,0,0,0,0,0,0,0.0851063829787234,0.914893617021277,0.106382978723404,0.170212765957447,0.723404255319149,0,0,TRUE,FALSE,FALSE,FALSE
73,1081,2,6,1,0,0,9,0,0.0133333333333333,1,2019,CENTRO DE ENSINO SUPERIOR DE ARCOVERDE,special,faculty,57,2,26,2601201,1,10738649.19,803220,20814.3,6102281.37,2083559.67,1697500.76,1432885.43,249110.43,0,300081.75,0,0.975308641975309,0,0,0,0.123456790123457,0,0,0,0,0,1,0.111111111111111,0.308641975308642,0.580246913580247,0,0,TRUE,FALSE,FALSE,FALSE
74,223,3,5,0,0,0,8,0,0.175,1,2019,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO JOSÉ DO RIO PARDO,municipally_owned,faculty,17227,3,35,3549706,2,390235.32,2455128.64,85747.87,952805.75,763928.96,331529.89,856728.94,0,0,326722.44,0,0.914285714285714,0,0,0,0.114285714285714,0,0,0,0,0.0285714285714286,0.971428571428571,0.228571428571429,0.285714285714286,0.485714285714286,0,0,TRUE,FALSE,FALSE,FALSE
76,6999,34,18,2,0,0,53,1,0.0273396226415094,7,2019,UNIVERSIDADE REGIONAL DE BLUMENAU,municipally_owned,university,60,4,42,4202404,2,156892085.93,13699348.57,4312126.44,74558263.21,33191719.7,29638718.84,34558649.77,6930500.17,8687604.86,529560.53,0.0155807365439093,0.994334277620397,0,0.162889518413598,0.21671388101983,0.443342776203966,0.3328611898017,0,0.0155807365439093,0.301699716713881,0.230878186968839,0.451841359773371,0.378186968838527,0.43342776203966,0.186968838526912,0.00141643059490085,0,TRUE,FALSE,FALSE,FALSE
78,162,1,5,0,0,0,6,0,0,1,2019,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE,municipally_owned,faculty,62,3,32,3200201,2,1427803.46,0,0,1146867.52,143800,117586.63,0,0,0,280935.94,0,1,0,0,0.416666666666667,0.166666666666667,0.125,0,0,0.291666666666667,0.5,0.208333333333333,0.0416666666666667,0.375,0.583333333333333,0,0,TRUE,FALSE,FALSE,FALSE
79,696,6,1,0,0,0,7,0,0,1,2019,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA,municipally_owned,faculty,63,3,35,3511102,2,6575423.86,0,0,3386095.82,1363830.73,1730785.39,841101.59,13456.97,0,616573.6,0,1,0,0,0.0121951219512195,0.146341463414634,0.0121951219512195,0,0,0.0609756097560976,0.170731707317073,0.768292682926829,0.292682926829268,0.475609756097561,0.231707317073171,0,0,TRUE,FALSE,FALSE,FALSE
