HEI_code,students_total,students_bachelor,students_license,students_technology,students_base_cycle,students_certification,students_classroom,students_distance,dist_load,campi,census_year,HEI_name,administrative_structure,academic_status,maintainer_code,headquarters_region,headquarters_state,headquarters_city,institution_type,own_revenue,transferred_revenue,other_revenue,faculty_expenses,staff_expenses,social_contribution_expenses,cost_expenses,investment_expenses,research_expenses,other_expenses,teaching_bac_dist,teaching_bac_pres,teaching_post_dist,teaching_post_pres,service_external,service_management,research,research_w_funding,full_time_ex,full_time_nex,part_time,hourly_contract,doctor,master,specialist,bachelor,none,active,communitary,confessional,filantropic
2593,2420,8,0,2,0,0,10,0,0,1,2019,FACULDADE DE JUAZEIRO DO NORTE,private_for_profit,faculty,1684,2,23,2307304,2,19711873.64,0,50100,8787458.65,1680057,3334801.85,419206.08,81004.01,780420.8,168494.15,0,1,0,0,0,0.178861788617886,0,0,0,0.203252032520325,0.504065040650406,0.292682926829268,0.195121951219512,0.40650406504065,0.398373983739837,0,0,TRUE,FALSE,FALSE,FALSE
2613,3215,16,3,0,0,0,19,0,0.128947368421053,1,2019,Centro Universitário Meta,private_for_profit,university_center,1897,1,12,1200401,1,45602452,0,847984,7511200,2214352,3203320,7064339,1358162,0,5899382,0,1,0,0,1,1,0,0,0,0.2,0.8,0,0.1,0.433333333333333,0.466666666666667,0,0,TRUE,FALSE,FALSE,FALSE
2616,798,5,1,0,0,0,6,0,0.2,1,2019,FACULDADE SANTO ANTÔNIO DE PÁDUA,private_for_profit,faculty,1698,3,33,3304706,1,7497794.43,0,50508.76,2177109.41,843017.14,1084772.62,0,70738.42,0,3211874.35,0,0.966666666666667,0,0,0.4,0.333333333333333,0.3,0,0,0,0.683333333333333,0.316666666666667,0.166666666666667,0.583333333333333,0.25,0,0,TRUE,FALSE,FALSE,FALSE
2617,111,2,1,0,0,0,3,0,0,1,2019,FACULDADE SÃO BENTO DO RIO DE JANEIRO,private_nonprofit,faculty,1699,3,33,3304557,2,1319808.48,0,0,739761.42,175288.2,441155.2,13114.95,0,0,0,0,1,0,0,0.173913043478261,0.217391304347826,0.173913043478261,0,0.173913043478261,0,0.130434782608696,0.695652173913044,0.608695652173913,0.304347826086957,0.0869565217391304,0,0,TRUE,FALSE,FALSE,FALSE
2620,486,6,6,0,0,0,12,0,0,1,2019,FACULDADE DE AMPÉRE,private_for_profit,faculty,1702,4,41,4101002,1,1726827.76,0,2634.11,509953.64,191938.87,270864.53,389252.41,364554.68,69803.43,0,0,1,0,0,0.235294117647059,0.254901960784314,0,0,0,0.215686274509804,0.352941176470588,0.431372549019608,0.0196078431372549,0.431372549019608,0.549019607843137,0,0,TRUE,FALSE,FALSE,FALSE
2623,369,2,1,0,0,0,3,0,0,2,2019,FACULDADE DO TAPAJÓS,private_nonprofit,faculty,1703,1,15,1503606,1,994600,0,0,167000,296544.57,41150.56,0,22110,0,345210.32,0,1,0,0,0,0,0,0,0,0,0.133333333333333,0.866666666666667,0.0444444444444444,0.2,0.755555555555556,0,0,TRUE,FALSE,FALSE,FALSE
2624,452,4,0,1,0,0,5,0,0,1,2019,FACULDADE DO LITORAL PARANAENSE,private_for_profit,faculty,15680,4,41,4109609,1,3912985.71,0,0,1650430.7,567136.61,452360.88,2666181.72,0,0,0,0,1,0,0,0,0.0851063829787234,0.0212765957446809,0,0,0.0212765957446809,0.978723404255319,0,0.0425531914893617,0.553191489361702,0.404255319148936,0,0,TRUE,FALSE,FALSE,FALSE
2625,855,3,0,7,0,0,10,0,0.2,1,2019,FACULDADE DE TECNOLOGIA IBTA - SÃO JOSÉ DOS CAMPOS,private_for_profit,faculty,3082,3,35,3549904,1,24759202.91,0,0,4655682.25,3581310.68,5066510.08,29358889.54,0,0,0,0,1,0,0,0,0.05,0,0,0,0.05,0.875,0.075,0.175,0.5,0.325,0,0,TRUE,FALSE,FALSE,FALSE
2629,585,6,1,0,0,0,7,0,0.2,2,2019,AJES - FACULDADE DO VALE DO JURUENA,private_nonprofit,faculty,1707,5,51,5105150,1,5109064.49,0,0,1684529.75,421132.43,1329422.94,0,117580.6,0,636470.57,0,1,0,0,0.81578947368421,0.5,0.605263157894737,0,0,0.447368421052632,0.368421052631579,0.184210526315789,0.157894736842105,0.473684210526316,0.368421052631579,0,0,TRUE,FALSE,FALSE,FALSE
2632,1042,5,0,0,0,0,5,0,0,1,2019,FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA,private_nonprofit,faculty,977,2,29,2910727,1,6592598.59,0,341565.02,2672885.43,979519.54,1740435.18,426063.98,0,0,2655504.68,0,0.863636363636364,0,0,0.204545454545455,0.295454545454545,0.227272727272727,0,0,0.431818181818182,0.522727272727273,0.0454545454545455,0.431818181818182,0.386363636363636,0.181818181818182,0,0,TRUE,FALSE,FALSE,FALSE
2636,916,9,0,0,0,0,9,0,0,1,2019,FACULDADE DINÂMICA DO VALE DO PIRANGA,private_for_profit,faculty,1711,3,31,3152105,1,29438740.67,0,1161867.88,4350777.23,1997283.37,2326283.18,3267322.99,1460004.3,145000,1504178.74,0,0.946808510638298,0,0.170212765957447,0.851063829787234,0.638297872340426,0.138297872340426,0.138297872340426,0,0.25531914893617,0.574468085106383,0.170212765957447,0.308510638297872,0.468085106382979,0.223404255319149,0,0,TRUE,FALSE,FALSE,FALSE
2642,253,2,4,0,0,0,6,0,0,1,2019,FACULDADE SÃO VICENTE,private_nonprofit,faculty,1715,2,27,2706406,1,1480068.24,0,7350,869204.08,618905.01,118872.89,240004.06,0,0,88772.56,0,1,0,0,0.6,0.75,0.15,0,0,0.25,0.75,0,0.2,0.55,0.25,0,0,TRUE,FALSE,FALSE,FALSE
2647,1015,3,0,1,0,0,4,0,0,2,2019,FACULDADE INTEGRADA DE SANTA MARIA,private_for_profit,faculty,1721,4,43,4316907,2,12657898.31,0,245374.95,4287326.36,1144278.62,3309816.21,1167742.12,0,0,2720722.02,0,0.966101694915254,0,0,0.288135593220339,0.0338983050847458,0.11864406779661,0,0.0169491525423729,0.135593220338983,0.677966101694915,0.169491525423729,0.23728813559322,0.64406779661017,0.11864406779661,0,0,TRUE,FALSE,FALSE,FALSE
2652,273,2,0,0,0,0,1,1,0,2,2019,FACULDADE UNIDA DE VITÓRIA,private_for_profit,faculty,1724,3,32,3205309,1,4730514,0,0,1429013.42,1075587.75,0,1179825.13,0,0,936037.29,0.583333333333333,1,0,1,0.0833333333333333,0.666666666666667,0.416666666666667,0,0.0833333333333333,0.583333333333333,0.333333333333333,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE
2676,1556,6,1,5,0,0,12,0,0,1,2019,FACULDADE LA SALLE,private_nonprofit,faculty,417,1,13,1302603,2,10652847.65,148330.46,151611.87,2738936.33,1010658.48,1331106.16,0,74111,90880,283250,0,0.982758620689655,0,0,0.672413793103448,0.103448275862069,0.431034482758621,0,0,0.137931034482759,0.775862068965517,0.0862068965517242,0.155172413793103,0.586206896551724,0.258620689655172,0,0,TRUE,FALSE,TRUE,FALSE
2677,542,0,1,0,0,0,1,0,0.2,1,2019,INSTITUTO SUPERIOR DE EDUCAÇÃO SÃO JUDAS TADEU,private_for_profit,faculty,1740,2,22,2203909,1,835000,0,0,116943.89,170233.31,65425.82,112428.53,0,0,12013.37,0,1,0,0,1,0.25,0.5,0,0,0.25,0.75,0,0,0.75,0.25,0,0,FALSE,FALSE,FALSE,FALSE
2687,1829,8,6,0,0,0,7,7,0.2,2,2019,FACULDADE DOM ALBERTO,private_for_profit,faculty,1742,4,43,4316808,2,20436215.86,1533283.2,5850.05,3255836.53,2060375.49,3928787.34,5692438.37,3865784.75,168924.79,0,0.29,0.85,0,0,0.09,0.09,0,0,0,0.3,0.52,0.18,0.26,0.52,0.22,0,0,TRUE,FALSE,FALSE,FALSE
2688,325,1,1,0,0,0,2,0,0,2,2019,FACULDADE INESP - INSTITUTO NACIONAL DE ENSINO E PESQUISA,private_for_profit,faculty,16396,3,35,3524402,2,2000053.24,0,537681.55,600940.11,328090.59,196188.28,272355.78,103428.4,24428,984524.15,0,1,0,0,0,0,0,0,0,0.0416666666666667,0.833333333333333,0.125,0.166666666666667,0.833333333333333,0,0,0,TRUE,FALSE,FALSE,FALSE
2702,379,1,0,0,0,0,1,0,0,1,2019,FACULDADE DE CIÊNCIAS JURÍDICAS DE PARAÍSO DO TOCANTINS,private_for_profit,faculty,1546,1,17,1716109,2,3934184.34,0,0,690210.85,597743.21,572611.47,462118.47,0,0,387459.21,0,1,0,0,0.523809523809524,0.238095238095238,0,0,0.0476190476190476,0.0476190476190476,0.666666666666667,0.238095238095238,0.142857142857143,0.666666666666667,0.19047619047619,0,0,TRUE,FALSE,FALSE,FALSE
2703,486,2,0,1,0,0,3,0,0,1,2019,FACULDADE SENAC MINAS,private_nonprofit,faculty,1756,3,31,3118601,2,14744909.13,0,1495266.82,3574599.63,2159479.51,1888601.01,772603.84,0,115069.94,3642515,0,1,0,0,0.5,0.605263157894737,0.210526315789474,0.210526315789474,0,0.0526315789473684,0.578947368421053,0.368421052631579,0.0789473684210526,0.789473684210526,0.131578947368421,0,0,TRUE,FALSE,FALSE,FALSE
2723,546,2,0,7,0,0,9,0,0.2,1,2019,FACULDADE CATÓLICA IMACULADA CONCEIÇÃO DO RECIFE,private_nonprofit,faculty,278,2,26,2611606,2,4922249.7,0,16326.24,1543284.63,1443403.98,686128.85,1709411.66,0,0,27416.21,0,1,0,0,0.121951219512195,0.24390243902439,0.0731707317073171,0,0,0.146341463414634,0.853658536585366,0,0.24390243902439,0.634146341463415,0.121951219512195,0,0,TRUE,FALSE,TRUE,FALSE
2724,2165,8,1,1,0,0,10,0,0,1,2019,INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANHÃO,private_for_profit,faculty,1768,2,21,2105302,1,16993236.52,0,2990800.69,5678020.8,2113219.91,2395151.45,8183959.79,585027.14,87526.98,79658.77,0,1,0,0,0.0574712643678161,0.494252873563218,0,0,0,0.172413793103448,0.528735632183908,0.298850574712644,0.0804597701149425,0.471264367816092,0.448275862068966,0,0,TRUE,FALSE,FALSE,FALSE
2726,80,2,0,0,0,0,2,0,0.2,1,2019,ESCOLA SUPERIOR DE ADMINISTRAÇÃO DE EMPRESAS,private_for_profit,faculty,3082,3,35,3549904,1,24759202.91,0,0,4655682.25,3581310.68,5188854.28,29358898.97,0,0,0,0,1,0,0,0,0,0,0,0,0.037037037037037,0.740740740740741,0.222222222222222,0.259259259259259,0.407407407407407,0.333333333333333,0,0,TRUE,FALSE,FALSE,FALSE
2741,1506,3,0,2,0,0,5,0,0,1,2019,FACULDADE CATÓLICA DOM ORIONE,private_nonprofit,faculty,906,1,17,1702109,2,18393240,0,471085.19,7084114.32,1126004.49,2967638.9,3611636.77,598425.2,144465.47,0,0,1,0,0,0.0161290322580645,0.564516129032258,0.0161290322580645,0.0161290322580645,0,0.354838709677419,0.193548387096774,0.451612903225806,0.0967741935483871,0.645161290322581,0.258064516129032,0,0,TRUE,FALSE,TRUE,FALSE
2744,53,0,1,0,0,0,1,0,0.2,1,2019,INSTITUTO SUPERIOR DE EDUCAÇÃO VERA CRUZ,private_nonprofit,faculty,1785,3,35,3550308,2,2617613,0,18291,1599980,556179,826543,1130405,46735,114971,122455,0,1,0,0,0.133333333333333,0.2,0.2,0,0,0.0666666666666667,0.2,0.733333333333333,0.333333333333333,0.666666666666667,0,0,0,TRUE,FALSE,FALSE,FALSE
2745,4470,15,1,0,0,0,16,0,0,3,2019,ESCOLA SUPERIOR DA AMAZÔNIA,private_for_profit,faculty,3610,1,15,1501402,1,101003041.23,0,0,15651274,8714851.24,4231852.69,18996742.39,8e+06,1e+06,1e+07,0,1,0,0,0.995169082125604,0.0676328502415459,0.198067632850242,0,0.00483091787439614,0.241545893719807,0.753623188405797,0,0.207729468599034,0.657004830917875,0.135265700483092,0,0,TRUE,FALSE,FALSE,FALSE
2753,524,4,1,0,0,0,5,0,0,1,2019,Faculdade de Ciências Educacionais de Capim Grosso,private_for_profit,faculty,15618,2,29,2906873,1,2273000,0,0,491512,257560,55285,135400,489000,0,18000,0,1,0,0,0.333333333333333,0.757575757575758,0,0,0,0.303030303030303,0.454545454545455,0.242424242424242,0.242424242424242,0.545454545454545,0.212121212121212,0,0,TRUE,FALSE,FALSE,FALSE
2754,1384,12,1,0,0,0,13,0,0.14,1,2019,FACULDADE SÃO PAULO,private_for_profit,faculty,15804,1,11,1100288,1,22091776,0,493788.24,4185499.88,1816185.31,1593049.63,3355069.47,120055.71,0,3743809.02,0,1,0,0,1,1,0,0,0,0.0806451612903226,0.919354838709677,0,0.112903225806452,0.306451612903226,0.580645161290323,0,0,TRUE,FALSE,FALSE,FALSE
2755,861,13,0,0,0,0,13,0,0.163484615384615,1,2019,FACULDADE DO VALE DO ITAJAÍ MIRIM,private_for_profit,faculty,821,4,42,4202909,2,7443419.47,0,131519.96,1695385.26,631995.54,948881.62,2126524.64,0,0,93751.24,0,1,0,0,0.0163934426229508,0.918032786885246,0.114754098360656,0.114754098360656,0,0.114754098360656,0.80327868852459,0.0819672131147541,0.311475409836066,0.360655737704918,0.327868852459016,0,0,TRUE,FALSE,FALSE,FALSE
2756,2331,11,2,1,0,0,14,0,0.166428571428571,1,2019,FACULDADE ANHANGUERA DE VALPARAÍSO,private_for_profit,faculty,16452,5,52,5221858,1,1887555301.04,0,193942881.33,462981394.98,6087596.9,224729729.85,503639721.48,222439842.24,2073573.51,650631633.38,0,0.947826086956522,0.0173913043478261,0.356521739130435,0.139130434782609,0.104347826086957,0.373913043478261,0.00869565217391304,0,0.504347826086957,0.28695652173913,0.208695652173913,0.486956521739131,0.217391304347826,0.295652173913044,0,0,TRUE,FALSE,FALSE,FALSE
2763,261,4,1,0,0,0,5,0,0.2,2,2019,FACULDADE DE CIÊNCIAS GERENCIAIS DE SÃO GOTARDO,private_for_profit,faculty,1318,3,31,3162104,2,3735160.98,239792.56,0,945086.16,557736.45,481736.02,295515.46,68254.64,37907.75,56324.08,0,1,0,0,0.256410256410256,0.102564102564103,0,0,0.0512820512820513,0.230769230769231,0.58974358974359,0.128205128205128,0.307692307692308,0.641025641025641,0.0512820512820513,0,0,TRUE,FALSE,FALSE,FALSE
2766,1802,14,0,2,0,0,15,1,0.186666666666667,3,2019,FACULDADE EMPRESARIAL DE CHAPECÓ,private_for_profit,faculty,1799,4,42,4204202,1,29767895.25,0,291039.22,7125790.55,2827663.49,3478051.6,5454209.63,1387722.29,0,8506498.36,0.0463576158940397,0.993377483443709,0,0,0,0,0,0,0.00662251655629139,0.125827814569536,0.350993377483444,0.516556291390729,0.158940397350993,0.516556291390729,0.324503311258278,0,0,TRUE,FALSE,FALSE,FALSE
2770,3157,10,1,1,0,0,12,0,0,1,2019,FACULDADE UNIDA DE CAMPINAS,private_for_profit,faculty,15445,5,52,5208707,1,6884297.74,0,117193.41,1968655.45,1043441.94,1777671.02,469276.04,599024,204929.33,0,0,1,0,0,0.025974025974026,0.941558441558442,0.00649350649350649,0,0,0.181818181818182,0.733766233766234,0.0844155844155844,0.363636363636364,0.564935064935065,0.0714285714285714,0,0,TRUE,FALSE,FALSE,FALSE
2771,2912,8,0,0,0,0,8,0,0,1,2019,CENTRO DE ENSINO SUPERIOR DE ILHÉUS,private_for_profit,faculty,1804,2,29,2913606,2,21075055.04,0,1155241.73,6249517.64,1082891.27,2635196.54,468866.6,1550948.49,0,3944610.89,0,1,0,0,0.905109489051095,0.226277372262774,0,0,0.0364963503649635,0.0510948905109489,0.489051094890511,0.423357664233577,0.131386861313869,0.423357664233577,0.445255474452555,0,0,TRUE,FALSE,FALSE,FALSE
2773,6554,18,3,5,0,0,26,0,0.135769230769231,1,2019,FACULDADE DE MACAPÁ,private_for_profit,faculty,14514,1,16,1600303,1,1778479903.74,0,163312686.14,402749803.74,3656481.79,127735617.68,615778363.14,270642956.74,6178334.17,596795160.1,0,0.962085308056872,0.00947867298578199,0.317535545023697,0.170616113744076,0.0710900473933649,0.350710900473934,0,0,0.687203791469194,0.289099526066351,0.023696682464455,0.407582938388626,0.327014218009479,0.265402843601896,0,0,TRUE,FALSE,FALSE,FALSE
2774,3474,13,3,2,0,0,18,0,0,1,2019,Centro Universitário UNIFAFIBE,private_nonprofit,university_center,96,3,35,3506102,2,34636133.35,0,3062132.23,7812442.32,3330950.59,8643887.54,5337031.62,2154268.47,156569.95,3408.27,0,1,0,0,0.12707182320442,0.149171270718232,0.143646408839779,0.0828729281767956,0,0.198895027624309,0.469613259668508,0.331491712707182,0.298342541436464,0.569060773480663,0.132596685082873,0,0,TRUE,FALSE,FALSE,FALSE
2775,477,3,0,0,0,0,3,0,0,1,2019,Faculdades Integradas Desembargador Sávio Brandão,private_for_profit,faculty,16063,5,51,5108402,2,2796854.52,0,0,491714.79,122277.63,165777.95,890497.88,269154.7,74726.96,736294.09,0,1,0,0,0,0,0,0,0,0.0769230769230769,0.41025641025641,0.512820512820513,0.0769230769230769,0.641025641025641,0.282051282051282,0,0,TRUE,FALSE,FALSE,FALSE
2779,614,8,1,0,0,0,9,0,0.0666666666666667,1,2019,FACULDADE DE INFORMÁTICA DE OURO PRETO DO OESTE,private_nonprofit,faculty,1491,1,11,1100155,1,7390585,0,0,1690576,871984.7,669930.5,355900,0,65000,565000,0,1,0,0,0.4,0.0333333333333333,0,0,0,0.4,0.6,0,0.0333333333333333,0.4,0.566666666666667,0,0,TRUE,FALSE,FALSE,FALSE
2783,590,2,1,5,0,0,8,0,0.2,1,2019,FACULDADE DE TECNOLOGIA DO NORDESTE,private_for_profit,faculty,17431,2,23,2304400,2,2083545.57,0,3966,904859.8,593006.03,540643.29,27081.19,0,0,520545.48,0,1,0,0,0,0.0816326530612245,0,0,0,0.428571428571429,0.571428571428571,0,0.102040816326531,0.530612244897959,0.36734693877551,0,0,TRUE,FALSE,FALSE,FALSE
2787,1342,5,0,0,0,0,5,0,0,1,2019,FACULDADES PEQUENO PRÍNCIPE,private_nonprofit,faculty,1812,4,41,4106902,2,56085497,0,0,12924000,3460016,6023822,0,0,0,6029984,0,0.891774891774892,0,0.108225108225108,0.0822510822510823,0.0865800865800866,0.0476190476190476,0,0.0173160173160173,0.168831168831169,0.632034632034632,0.181818181818182,0.216450216450216,0.385281385281385,0.398268398268398,0,0,TRUE,FALSE,FALSE,FALSE
2791,802,5,1,0,0,0,6,0,0.186666666666667,1,2019,FACULDADE DE CIÊNCIAS AGRÁRIAS E EXATAS DE PRIMAVERA DO LESTE,private_for_profit,faculty,15801,5,51,5107040,1,235576253.14,0,9846318.49,38299090.19,332011.78,21596693.76,33641660.52,14278029.08,0,55462452.13,0,0.927835051546392,0,0.34020618556701,0.0618556701030928,0.0927835051546392,0.319587628865979,0,0,0.556701030927835,0.195876288659794,0.247422680412371,0.536082474226804,0.154639175257732,0.309278350515464,0,0,FALSE,FALSE,FALSE,FALSE
2793,8,0,0,1,0,0,1,0,0,1,2019,FACULDADE UBS,private_for_profit,faculty,1817,3,35,3550308,1,167313.68,0,0,103241.09,57688,127769.21,164527.89,0,0,81386,0,1,0,0,0,0.6,0,0,0,0,0.6,0.4,0.6,0.4,0,0,0,TRUE,FALSE,FALSE,FALSE
2794,3479,13,1,2,0,0,16,0,0.193125,2,2019,FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO,private_for_profit,faculty,15801,5,51,5107602,1,235576253.14,0,9846318.49,38299090.19,332011.78,21596693.76,33641660.52,14278029.08,0,55462452.13,0,0.96551724137931,0.0114942528735632,0.235632183908046,0.114942528735632,0.0632183908045977,0.229885057471264,0.0114942528735632,0,0.425287356321839,0.316091954022989,0.258620689655172,0.327586206896552,0.241379310344828,0.431034482758621,0,0,FALSE,FALSE,FALSE,FALSE
2796,848,9,1,5,0,0,15,0,0.4,1,2019,FACULDADE DE IPORÁ,private_for_profit,faculty,1820,5,52,5210208,1,8271686.08,0,53143.35,1090784.69,491763.75,0,0,201305.42,36176.18,5376083.1,0,1,0,0,1,0.210526315789474,0.0789473684210526,0,0.184210526315789,0.131578947368421,0.68421052631579,0,0.131578947368421,0.473684210526316,0.394736842105263,0,0,TRUE,FALSE,FALSE,FALSE
2799,290,2,1,1,0,0,4,0,0,1,2019,FANEESP - FACULDADE NACIONAL DE EDUCAÇÃO E ENSINO SUPERIOR DO PARANÁ,private_for_profit,faculty,1275,4,41,4101804,2,1562667.95,0,6354.04,446423.94,467627.59,254720.51,0,9936.79,0,375360.52,0,1,0,0,0,0.04,0,0,0,0.04,0.96,0,0,0.52,0.48,0,0,TRUE,FALSE,FALSE,FALSE
2805,218,2,1,0,0,0,3,0,0,1,2019,FACULDADE MODELO,private_for_profit,faculty,1826,4,41,4106902,1,1102520.87,0,15338.68,288527.65,83684.17,168435.36,331683.63,0,0,17882.66,0,1,0,0,0.125,0.208333333333333,0,0,0,0.0416666666666667,0.25,0.708333333333333,0.208333333333333,0.625,0.166666666666667,0,0,TRUE,FALSE,FALSE,FALSE
2806,95,1,0,0,0,0,1,0,0,1,2019,FACULDADE EVANGÉLICA DE SÃO PAULO,private_nonprofit,faculty,1827,3,35,3550308,2,360000,0,150000,234500,75520,72521,8520,20000,5200,23200,0,1,0,0,0,0,0,0,0,0.0909090909090909,0.0909090909090909,0.818181818181818,0,0.0909090909090909,0.818181818181818,0.0909090909090909,0,TRUE,FALSE,TRUE,FALSE
2808,18,1,1,1,0,0,1,2,0.2,2,2019,FACULDADES ITECNE DE CASCAVEL,private_for_profit,faculty,1829,4,41,4104808,1,1577158.2,0,115165.16,571335.97,524206.76,74146.12,75577,101500,19050,325656,0.8,0.25,0,0,0.25,0.25,0.25,0,0.2,0,0.55,0.25,0.15,0.5,0.35,0,0,TRUE,FALSE,FALSE,FALSE
2811,1183,5,1,3,0,0,9,0,0,1,2019,FACULDADE PAULUS DE TECNOLOGIA E COMUNICAÇÃO,private_nonprofit,faculty,1832,3,35,3550308,2,11357690.37,0,5930487.99,5864699.53,1102092.64,1720728.93,6085765.47,127731.98,97602.39,397372.85,0,0.887096774193548,0,0,0.290322580645161,0.32258064516129,0.467741935483871,0,0.129032258064516,0.129032258064516,0.435483870967742,0.306451612903226,0.419354838709677,0.483870967741936,0.0967741935483871,0,0,TRUE,FALSE,FALSE,FALSE
2814,1408,4,2,1,0,0,7,0,0.2,1,2019,FACULDADE SÃO SEBASTIÃO,private_for_profit,faculty,1834,3,35,3550704,1,7172025.18,0,434754.11,1847274.37,777558.68,1969649.95,1947691.23,242596.94,15206.51,1854547.3,0,1,0,0,0.657894736842105,0.263157894736842,0,0,0,0.276315789473684,0.381578947368421,0.342105263157895,0.342105263157895,0.526315789473684,0.131578947368421,0,0,TRUE,FALSE,FALSE,FALSE
2821,290,2,0,0,0,0,2,0,0,1,2019,Faculdade Meridional RS,private_for_profit,faculty,1554,4,43,4314902,1,73846796.92,0,3600843.52,17023138.17,4517125.56,13778299.56,20256325.44,3127380.43,2523330.72,7903999.2,0,1,0,0,0.05,0.15,0,0,0,0.15,0.7,0.15,0.65,0.35,0,0,0,TRUE,FALSE,FALSE,FALSE
2826,367,4,0,0,0,0,4,0,0.2,1,2019,FACULDADE NOSSA SENHORA DE FÁTIMA,private_nonprofit,faculty,1843,4,43,4305108,2,5632032.45,0,140757.19,1461080.7,411902.27,277684.78,257875.57,33424.61,0,3150463.45,0,0.882352941176471,0,0.0588235294117647,0.0294117647058824,0.264705882352941,0.0294117647058824,0,0,0.0588235294117647,0.235294117647059,0.705882352941177,0.294117647058824,0.470588235294118,0.235294117647059,0,0,TRUE,FALSE,FALSE,FALSE
2827,995,2,1,0,0,0,3,0,0,1,2019,FACULDADE EVANGÉLICA DO PIAUI,private_for_profit,faculty,15973,2,22,2211001,1,897795.43,0,421557.54,720000,225180,231250,0,0,0,0,0,1,0,0,0.95,1,1,0.05,0.1,0.3,0.6,0,0.1,0.8,0.1,0,0,TRUE,FALSE,FALSE,FALSE
2831,309,1,1,0,0,0,2,0,0,1,2019,FACULDADE DOM BOSCO DE GOIOERÊ,private_nonprofit,faculty,1195,4,41,4108601,2,2183795.04,0,0,240226.62,21222.98,32029.72,1483111.01,594,0,192219.39,0,1,0,0,0,0,0,0,0,0,0.56,0.44,0.04,0.4,0.52,0.04,0,TRUE,FALSE,FALSE,FALSE
2832,3892,4,2,0,0,0,4,2,0.15,2,2019,Faculdade Sucesso,private_for_profit,faculty,17182,2,22,2200202,1,6086038,216564,453851,379812,306567.83,85169,301513,305000,113330,1070357.8,0.5,0.954545454545455,0,0,0,0,0,0,0,0.0454545454545455,0.954545454545455,0,0,0.5,0.5,0,0,TRUE,FALSE,FALSE,FALSE
2835,28777,53,5,28,0,0,47,39,0,8,2019,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU,private_for_profit,university_center,1847,2,26,2611606,1,501481482.63,0,4390859.23,91041189.93,56981871.96,93066796.38,41174925.96,9123227.09,0,234868087.27,0.224448897795591,0.809619238476954,0,0,0,0,0,0,0,0.472945891783567,0.268537074148297,0.258517034068136,0.35871743486974,0.589178356713427,0.0521042084168337,0,0,TRUE,FALSE,FALSE,FALSE
2836,59,2,0,0,0,0,2,0,0,1,2019,FACULDADE SUL DA AMÉRICA,private_for_profit,faculty,1848,5,52,5201405,1,210000,50000,40000,158000,43200,78247.49,40000,40000,5000,25000,0,1,0,0,0.333333333333333,0.333333333333333,0.222222222222222,0,0,0,0.666666666666667,0.333333333333333,0.111111111111111,0.555555555555556,0.333333333333333,0,0,TRUE,FALSE,FALSE,FALSE
2841,7,1,0,0,0,0,1,0,0,1,2019,FACULDADE PARANAPANEMA,private_for_profit,faculty,3606,4,41,4120002,2,48865.5,0,0,21898.8,16622.28,4960.4,4212.16,0,0,0,0,0.6,0,0,0,0.6,0,0,0,0,0,1,0,0,1,0,0,FALSE,FALSE,FALSE,FALSE
2843,1542,5,0,0,0,0,5,0,0,1,2019,FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA,private_for_profit,faculty,1852,3,31,3136702,1,75211377.01,0,538120.24,17730303.72,4238110.33,9055160.54,19910568.64,1122930.54,535587.3,573884.85,0,1,0,0,0.801104972375691,0.116022099447514,0.806629834254144,0.00552486187845304,0,0.226519337016575,0.580110497237569,0.193370165745856,0.480662983425414,0.325966850828729,0.193370165745856,0,0,TRUE,FALSE,FALSE,FALSE
2845,642,3,0,0,0,0,3,0,0,1,2019,FACULDADE REINALDO RAMOS,private_for_profit,faculty,1854,2,25,2504009,2,6911153.4,0,0,808726.37,358886.13,157569.84,656371.04,1084045.11,325184.25,33151.28,0,1,0,0,0.153846153846154,0.211538461538462,0.153846153846154,0.153846153846154,0,0.173076923076923,0.596153846153846,0.230769230769231,0.115384615384615,0.596153846153846,0.288461538461538,0,0,TRUE,FALSE,FALSE,FALSE
2849,2726,1,0,0,0,0,1,0,0.2,1,2019,ESCOLA SUPERIOR DOM HELDER CÂMARA,private_nonprofit,faculty,1856,3,31,3106200,2,45354464.97,36179.62,1416602.75,7260880.29,9892654.9,8407386.6,11733174.46,770208.91,3279928.2,5385287.85,0,1,0,0.153061224489796,0.0918367346938776,0.295918367346939,0.469387755102041,0.469387755102041,0.0510204081632653,0.285714285714286,0.540816326530612,0.122448979591837,0.377551020408163,0.602040816326531,0.0204081632653061,0,0,TRUE,FALSE,FALSE,FALSE
2855,1262,12,0,1,0,0,13,0,0,1,2019,FACULDADE SÃO FRANCISCO DE ASSIS,private_for_profit,faculty,1861,4,43,4314902,1,8847549.45,0,0,2663579.81,407897.13,1240746.24,1783262.34,205023.62,97283.4,37806.49,0,1,0,0,0.340659340659341,0.241758241758242,0.175824175824176,0,0.164835164835165,0.120879120879121,0.197802197802198,0.516483516483517,0.307692307692308,0.538461538461538,0.153846153846154,0,0,TRUE,FALSE,FALSE,FALSE
